,date,predictions
0,2012-01-01 02:14:52.828800,442.67065
1,2012-01-01 05:53:02.428800,454.8847
2,2012-01-01 09:31:12.028800,454.63358
3,2012-01-01 13:09:21.628800,452.00623
4,2012-01-01 16:47:31.228800,443.72488
5,2012-01-01 20:25:40.828800,440.28482
6,2012-01-02 00:03:50.428800,434.8242
7,2012-01-02 03:42:00.028800,436.54398
8,2012-01-02 07:20:09.628800,427.99695
9,2012-01-02 10:58:19.228800,399.55145
10,2012-01-02 14:36:28.828800,398.29492
11,2012-01-02 18:14:38.428800,399.44022
12,2012-01-02 21:52:48.028800,400.624
13,2012-01-03 01:30:57.628800,399.3692
14,2012-01-03 05:09:07.228800,393.77014
15,2012-01-03 08:47:16.828800,383.58328
16,2012-01-03 12:25:26.428800,374.10733
17,2012-01-03 16:03:36.028800,377.20963
18,2012-01-03 19:41:45.628800,381.43698
19,2012-01-03 23:19:55.228800,381.43698
20,2012-01-04 02:58:04.828800,373.29486
21,2012-01-04 06:36:14.428800,359.81744
22,2012-01-04 10:14:24.028800,359.08917
23,2012-01-04 13:52:33.628800,352.3726
24,2012-01-04 17:30:43.228800,365.1629
25,2012-01-04 21:08:52.828800,367.52612
26,2012-01-05 00:47:02.428800,377.68533
27,2012-01-05 04:25:12.028800,367.43427
28,2012-01-05 08:03:21.628800,362.2352
29,2012-01-05 11:41:31.228800,368.36014
30,2012-01-05 15:19:40.828800,376.8013
31,2012-01-05 18:57:50.428800,374.75964
32,2012-01-05 22:36:00.028800,376.69675
33,2012-01-06 02:14:09.628800,373.93988
34,2012-01-06 05:52:19.228800,391.62628
35,2012-01-06 09:30:28.828800,409.7317
36,2012-01-06 13:08:38.428800,426.199
37,2012-01-06 16:46:48.028800,425.7325
38,2012-01-06 20:24:57.628800,436.782
39,2012-01-07 00:03:07.228800,425.3406
40,2012-01-07 03:41:16.828800,426.97083
41,2012-01-07 07:19:26.428800,426.57764
42,2012-01-07 10:57:36.028800,455.7469
43,2012-01-07 14:35:45.628800,471.94733
