# time dst_kyoto dst_l1 dst_stb dst_pers v_l1 v_stb v_pers
733165.04167 -11.00000 -6.73775 -32.95171 -18.05581 436.00000 436.75195 621.76000
733165.08333 -8.00000 -5.05344 -30.95611 -14.70387 446.00000 463.42070 621.20000
733165.12500 -9.00000 -5.04765 -23.14045 -14.62770 458.00000 524.64055 616.64000
733165.16667 -10.00000 -6.02022 -18.52518 -15.03572 440.00000 499.15228 605.40000
733165.20833 -10.00000 -6.54944 -16.07428 -14.70597 434.00000 492.42508 596.76000
733165.25000 -12.00000 -10.08105 -11.70304 -14.15195 418.00000 519.80017 594.64000
733165.29167 -10.00000 -9.64515 -10.70771 -12.31088 418.00000 558.42022 615.68000
733165.33333 -12.00000 -9.52368 -10.98006 -9.41163 414.00000 529.42028 642.92000
733165.37500 -21.00000 -7.23397 -14.88730 -8.60017 418.00000 509.50246 659.76000
733165.41667 -16.00000 -9.57235 -15.22204 -9.11264 417.00000 556.10781 687.84000
733165.45833 -9.00000 -11.42858 -21.40453 -9.69425 423.00000 522.03359 705.40000
733165.50000 -8.00000 -13.47130 -19.89133 -11.52519 479.00000 510.47198 708.20000
733165.54167 -10.00000 -15.51276 -13.83704 -12.91828 546.00000 526.92936 708.84000
733165.58333 -8.00000 -16.56424 -13.63538 -15.41904 541.00000 530.99156 705.52000
733165.62500 -5.00000 -17.15803 -11.27535 -17.21352 529.00000 528.55175 702.88000
733165.66667 -2.00000 -12.25580 -11.90640 -15.72455 543.00000 551.84381 714.56000
733165.70833 1.00000 -12.11961 -12.81552 -15.81173 551.00000 558.84374 708.76000
733165.75000 0.00000 -12.02805 -10.92008 -14.81036 543.00000 565.60592 687.88000
733165.79167 -6.00000 -11.43611 -9.97825 -14.61403 559.00000 551.80786 681.36000
733165.83333 -9.00000 -11.53696 -10.74005 -14.14285 534.00000 530.61708 679.04000
733165.87500 -9.00000 -10.68379 -10.69798 -12.40984 542.00000 537.84111 690.40000
733165.91667 -10.00000 -11.53426 -12.74777 -11.51161 529.00000 532.41387 698.44000
733165.95833 -8.00000 -12.01679 -12.35414 -10.52727 524.00000 565.95821 675.16000
733166.00000 -7.00000 -10.04332 -11.91873 -11.22260 524.00000 537.93610 652.40000
733166.04167 -5.00000 -10.77345 -12.69434 -11.63530 513.00000 562.59601 654.16000
733166.08333 -7.00000 -10.98768 -10.77628 -10.93225 507.00000 533.50372 652.28000
733166.12500 -9.00000 -12.44917 -12.78040 -10.52645 507.00000 545.42846 642.32000
733166.16667 -13.00000 -10.36582 -13.11838 -10.51013 531.00000 571.12324 631.24000
733166.20833 -14.00000 -10.56607 -12.06715 -10.11901 522.00000 575.01950 625.00000
733166.25000 -13.00000 -11.12822 -11.57135 -9.98972 526.00000 530.83234 620.84000
733166.29167 -15.00000 -9.76791 -12.68851 -10.34309 524.00000 550.63294 614.40000
733166.33333 -16.00000 -12.23869 -14.37706 -10.47733 504.00000 569.50796 617.20000
733166.37500 -13.00000 -10.84026 -12.32709 -10.36299 515.00000 586.29916 617.32000
733166.41667 -15.00000 -8.75505 -9.82201 -10.98789 551.00000 527.53998 598.44000
733166.45833 -9.00000 -6.23224 -8.53278 -11.87852 551.00000 545.25214 578.24000
733166.50000 -6.00000 -7.62086 -9.12346 -11.64644 542.00000 547.75040 576.16000
733166.54167 -6.00000 -8.42174 -8.16037 -10.43598 544.00000 574.32039 584.16000
733166.58333 -9.00000 -9.53135 -6.66875 -8.98994 550.00000 571.98168 584.88000
733166.62500 -8.00000 -9.45687 -6.34162 -8.52985 552.00000 573.95246 583.56000
733166.66667 -10.00000 -11.69401 -7.72452 -7.99557 548.00000 595.14788 585.00000
733166.70833 -12.00000 -11.35527 -8.28498 -8.69064 547.00000 613.15867 561.60000
733166.75000 -10.00000 -11.04395 -12.04945 -10.14150 532.00000 597.60353 538.44000
733166.79167 -7.00000 -11.54194 -12.62972 -9.84553 538.00000 574.33550 545.84000
733166.83333 -5.00000 -7.92202 -13.62012 -9.19829 568.00000 566.50590 567.00000
733166.87500 -8.00000 -9.97765 -13.44346 -8.61632 573.00000 593.57265 600.84000
733166.91667 -11.00000 -9.98809 -11.69982 -8.18631 600.00000 590.35285 625.68000
733166.95833 -11.00000 -9.25871 -13.03964 -9.12763 610.00000 590.82083 630.52000
733167.00000 -9.00000 -10.31499 -17.09963 -9.92910 594.00000 589.61663 633.60000
733167.04167 -8.00000 -9.59560 -17.50807 -9.20978 590.00000 557.94031 630.80000
733167.08333 -5.00000 -9.80630 -15.43521 -9.74485 616.00000 552.24166 619.76000
733167.12500 -11.00000 -10.55222 -13.95727 -10.01991 624.00000 559.79298 616.08000
733167.16667 -13.00000 -8.57734 -13.54801 -10.18252 617.00000 543.57206 622.68000
733167.20833 -13.00000 -9.33166 -13.82911 -8.07896 609.00000 560.13029 635.32000
733167.25000 -13.00000 -10.50411 -13.54861 -6.18704 642.00000 556.64829 649.24000
733167.29167 -19.00000 -14.43740 -13.65303 -5.64217 632.00000 564.43993 650.32000
733167.33333 -15.00000 -13.15901 -13.17482 -6.38969 635.00000 587.36603 646.00000
733167.37500 -13.00000 -11.22271 -12.93154 -6.55090 633.00000 584.43657 657.96000
733167.41667 -10.00000 -11.24494 -15.82240 -5.50464 616.00000 579.81329 671.60000
733167.45833 -8.00000 -12.69687 -13.93303 -6.27926 599.00000 580.84778 666.20000
733167.50000 -8.00000 -16.48020 -14.02382 -6.14468 583.00000 598.91349 666.80000
733167.54167 -11.00000 -16.01371 -16.51373 -7.10716 611.00000 605.02522 656.32000
733167.58333 -14.00000 -18.71680 -17.10149 -8.03241 612.00000 595.69090 638.44000
733167.62500 -17.00000 -20.43444 -18.62846 -7.87930 616.00000 598.47233 650.00000
733167.66667 -15.00000 -21.91578 -20.71336 -7.75437 612.00000 599.53747 666.68000
733167.70833 -12.00000 -25.01286 -19.37284 -7.89009 609.00000 564.32717 661.12000
733167.75000 -18.00000 -26.64653 -17.89895 -9.23059 609.00000 578.12580 640.56000
733167.79167 -24.00000 -27.33028 -17.47730 -11.03867 612.00000 595.54832 633.64000
733167.83333 -24.00000 -29.54703 -17.31470 -11.60733 594.00000 589.09823 642.72000
733167.87500 -22.00000 -26.56215 -17.25328 -11.36424 604.00000 587.73677 641.24000
733167.91667 -19.00000 -22.58919 -16.66873 -11.05443 623.00000 591.78964 637.60000
733167.95833 -18.00000 -21.59274 -16.96629 -9.65231 641.00000 606.89664 655.60000
733168.00000 -17.00000 -19.81011 -15.07438 -7.71093 638.00000 618.37413 709.00000
733168.04167 -19.00000 -18.93249 -12.87533 -6.47043 642.00000 610.62632 748.64000
733168.08333 -17.00000 -17.33692 -13.02812 -7.49489 648.00000 602.92627 733.28000
733168.12500 -13.00000 -16.84406 -12.70083 -8.12108 636.00000 595.21988 715.48000
733168.16667 -11.00000 -17.66572 -13.69738 -7.99531 627.00000 604.74392 712.40000
733168.20833 -15.00000 -15.56266 -15.17782 -7.49305 628.00000 612.25149 710.00000
733168.25000 -17.00000 -15.40061 -12.64623 -6.96349 643.00000 610.51608 705.84000
733168.29167 -19.00000 -14.26561 -12.11904 -6.38731 645.00000 583.79649 697.32000
733168.33333 -22.00000 -17.52959 -12.81572 -6.42130 612.00000 583.17095 694.04000
733168.37500 -22.00000 -17.97181 -12.85268 -6.94373 584.00000 594.14969 684.60000
733168.41667 -20.00000 -16.56130 -11.52355 -7.17357 556.00000 570.97161 675.00000
733168.45833 -17.00000 -13.25817 -11.22813 -6.87111 588.00000 577.68451 686.44000
733168.50000 -13.00000 -11.01443 -8.66988 -8.20891 576.00000 539.91076 705.84000
733168.54167 -13.00000 -11.57369 -9.05883 -10.16598 535.00000 559.36670 717.12000
733168.58333 -14.00000 -9.72286 -9.70259 -9.01870 550.00000 556.98766 714.80000
733168.62500 -14.00000 -8.76551 -8.58351 -9.40958 556.00000 575.58231 710.00000
733168.66667 -10.00000 -7.82328 -6.23751 -12.51705 539.00000 590.78491 706.88000
733168.70833 -9.00000 -9.39332 -6.22598 -15.45623 534.00000 600.69506 697.24000
733168.75000 -9.00000 -11.07868 -5.97775 -15.84316 531.00000 603.63485 704.52000
733168.79167 -12.00000 -10.55550 -6.68704 -14.16363 527.00000 604.00375 712.84000
733168.83333 -17.00000 -12.22732 -6.24333 -13.87927 528.00000 596.97057 715.76000
733168.87500 -18.00000 -11.14858 -8.29009 -13.21704 530.00000 590.51416 706.92000
733168.91667 -18.00000 -8.61066 -13.83156 -12.55976 557.00000 597.33279 694.56000
733168.95833 -16.00000 -8.28216 -12.97431 -11.98531 564.00000 596.13407 693.40000
733169.00000 -15.00000 -8.47996 -10.94039 -11.74746 555.00000 602.52613 682.68000
733169.04167 -13.00000 -8.85365 -9.90372 -11.40026 550.00000 615.78764 673.96000
733169.08333 -13.00000 -9.44955 -10.88281 -11.74795 538.00000 609.19049 665.72000
733169.12500 -13.00000 -11.00590 -13.66386 -10.01190 507.00000 598.60277 661.08000
733169.16667 -14.00000 -11.17181 -18.59046 -8.97354 492.00000 610.19965 653.12000
733169.20833 -11.00000 -10.63973 -19.11874 -9.02931 489.00000 625.15988 645.56000
733169.25000 -11.00000 -9.43941 -16.91358 -9.00174 507.00000 614.76865 654.28000
733169.29167 -12.00000 -9.72588 -17.25780 -7.35143 502.00000 609.14899 662.04000
733169.33333 -12.00000 -8.09019 -17.94366 -8.10064 508.00000 607.54791 657.80000
733169.37500 -9.00000 -9.07764 -17.10867 -8.37481 500.00000 599.65236 659.76000
733169.41667 -7.00000 -8.87457 -17.34213 -7.19090 496.00000 598.00340 666.52000
733169.45833 -5.00000 -6.13854 -18.00913 -7.66720 515.00000 582.96264 656.08000
733169.50000 -6.00000 -5.19277 -16.19302 -8.12069 512.00000 586.65304 648.08000
733169.54167 -6.00000 -5.11186 -15.64359 -7.63882 513.00000 583.12990 647.92000
733169.58333 -6.00000 -4.31358 -16.66798 -7.99330 515.00000 574.88681 643.92000
733169.62500 -4.00000 -4.37971 -15.83600 -8.30022 510.00000 576.04784 640.44000
733169.66667 -2.00000 -5.17954 -14.66808 -7.99848 505.00000 594.44006 639.52000
733169.70833 -2.00000 -5.73401 -12.86920 -7.33372 496.00000 605.94556 637.92000
733169.75000 -2.00000 -7.97376 -12.07956 -7.47797 498.00000 599.86561 642.76000
733169.79167 -5.00000 -10.03885 -12.85044 -8.63541 494.00000 597.82256 641.20000
733169.83333 -5.00000 -11.51850 -13.92926 -9.30635 493.00000 601.17530 635.04000
733169.87500 -4.00000 -10.84589 -11.88480 -9.32444 506.00000 584.58538 628.20000
733169.91667 -6.00000 -9.83977 -8.65518 -8.87597 504.00000 554.49732 619.96000
733169.95833 -5.00000 -9.59635 -7.06412 -6.92319 493.00000 541.31218 625.76000
733170.00000 -3.00000 -8.80335 -7.25152 -5.66479 503.00000 565.51594 627.84000
733170.04167 -4.00000 -7.52543 -7.20993 -5.54405 495.00000 563.52075 623.48000
733170.08333 -4.00000 -7.78889 -5.43680 -5.62602 493.00000 592.48761 613.12000
733170.12500 -4.00000 -8.80541 -6.06588 -6.00166 494.00000 599.29643 602.44000
733170.16667 -5.00000 -8.03231 -6.44721 -5.98535 496.00000 579.87699 605.68000
733170.20833 -5.00000 -7.88369 -6.93288 -6.65298 501.00000 558.09951 604.80000
733170.25000 -6.00000 -8.27434 -5.43333 -7.36314 493.00000 567.43296 585.96000
733170.29167 -7.00000 -8.55197 -5.23978 -7.65466 477.00000 589.97162 570.40000
733170.33333 -8.00000 -8.35686 -5.90541 -7.97521 473.00000 571.62228 556.04000
733170.37500 -7.00000 -7.42646 -7.22097 -8.56950 476.00000 581.41370 550.20000
733170.41667 -5.00000 -7.46105 -8.23644 -8.63566 485.00000 579.32287 545.64000
733170.45833 -5.00000 -7.29841 -7.49848 -7.63490 484.00000 558.44486 551.56000
733170.50000 -8.00000 -8.01261 -7.35655 -5.30966 487.00000 544.66764 556.16000
733170.54167 -9.00000 -7.10157 -4.70161 -4.41581 493.00000 509.65233 544.88000
733170.58333 -7.00000 -5.90152 -4.14046 -4.98977 483.00000 523.54153 536.28000
733170.62500 -8.00000 -5.71965 -7.22841 -4.71012 481.00000 538.82396 528.40000
733170.66667 -6.00000 -5.24035 -7.00217 -5.08132 485.00000 545.99871 529.64000
733170.70833 -3.00000 -5.58617 -7.28792 -7.41914 467.00000 540.08319 527.28000
733170.75000 -4.00000 -5.24582 -7.65907 -8.37596 462.00000 531.74089 530.32000
733170.79167 -7.00000 -3.98473 -9.24793 -8.06183 469.00000 526.26620 541.12000
733170.83333 -6.00000 -4.02539 -8.73522 -8.27819 465.00000 520.88026 539.32000
733170.87500 -9.00000 -4.80206 -7.39835 -8.34201 459.00000 512.87930 532.40000
733170.91667 -10.00000 -5.49247 -3.86962 -8.26831 460.00000 507.75816 526.36000
733170.95833 -9.00000 -6.01045 -4.88846 -8.74766 461.00000 490.28459 521.44000
733171.00000 -5.00000 -5.53489 -7.59724 -8.34984 464.00000 498.62831 524.16000
733171.04167 -1.00000 -5.13866 -7.64839 -7.32866 463.00000 505.19316 526.96000
733171.08333 2.00000 -4.09854 -9.76068 -7.53026 463.00000 521.32809 520.80000
733171.12500 4.00000 -4.53757 -7.20105 -6.55962 466.00000 513.93334 527.44000
733171.16667 1.00000 -4.79525 -7.27770 -4.83606 461.00000 501.41366 542.16000
733171.20833 -2.00000 -4.36374 -7.42373 -4.42722 464.00000 482.34548 554.84000
733171.25000 -2.00000 -3.95533 -7.80600 -4.20393 451.00000 480.26283 569.24000
733171.29167 -5.00000 -4.14772 -7.56145 -4.28923 436.00000 482.47336 568.76000
733171.33333 -7.00000 -4.35156 -6.04172 -4.23073 433.00000 474.12229 570.80000
733171.37500 -6.00000 -2.94868 -5.60339 -3.30852 435.00000 477.91560 580.08000
733171.41667 -6.00000 -3.47488 -6.09375 -3.34696 430.00000 468.55706 570.56000
733171.45833 -7.00000 -3.55678 -6.78244 -3.09309 421.00000 466.87643 556.36000
733171.50000 -6.00000 -2.97487 -7.37470 -3.88858 420.00000 459.29223 553.52000
733171.54167 -2.00000 -2.24939 -7.80730 -4.41890 422.00000 457.92327 565.44000
733171.58333 -1.00000 -1.41965 -8.39628 -5.58604 420.00000 457.21363 576.00000
733171.62500 1.00000 -1.46283 -9.08687 -7.80140 413.00000 454.44988 561.96000
733171.66667 2.00000 -1.56058 -10.17695 -10.22846 408.00000 449.48736 554.20000
733171.70833 4.00000 -0.45185 -10.84926 -10.90264 408.00000 451.54535 562.12000
733171.75000 5.00000 0.26791 -12.24068 -10.64368 413.00000 457.18223 562.40000
733171.79167 3.00000 -0.22977 -14.17984 -10.39855 410.00000 450.70905 562.08000
733171.83333 0.00000 -0.69785 -13.49671 -9.34401 406.00000 442.70663 572.32000
733171.87500 1.00000 -0.07582 -11.90322 -8.25825 400.00000 439.43426 570.64000
733171.91667 -1.00000 0.48318 -10.18775 -8.66196 399.00000 442.84462 560.44000
733171.95833 0.00000 1.77921 -8.52528 -8.76013 394.00000 437.98125 557.44000
733172.00000 -1.00000 1.90407 -7.22711 -7.62557 378.00000 433.88807 552.88000
733172.04167 -1.00000 2.49006 -7.43995 -7.72196 371.00000 428.71172 544.28000
733172.08333 0.00000 4.28614 -7.69675 -8.31041 373.00000 425.94773 536.92000
733172.12500 0.00000 4.51999 -6.69351 -7.26527 369.00000 421.41665 544.36000
733172.16667 0.00000 4.76590 -5.08891 -6.75251 357.00000 415.07761 558.72000
733172.20833 3.00000 5.04842 -5.98599 -6.53642 359.00000 416.18102 566.60000
733172.25000 7.00000 7.36972 -5.95431 -5.50473 372.00000 421.54525 579.92000
733172.29167 9.00000 6.60541 -5.13730 -4.26186 372.00000 415.45737 579.08000
733172.33333 4.00000 2.27386 -7.23517 -3.81377 369.00000 408.90966 564.32000
733172.37500 3.00000 0.13152 -8.02008 -3.10001 366.00000 408.77972 569.36000
733172.41667 3.00000 -1.02907 -8.00870 -2.37580 367.00000 409.10894 575.40000
733172.45833 2.00000 -0.71689 -7.94615 -1.48414 366.00000 417.13669 571.96000
733172.50000 5.00000 -0.63522 -8.80442 -0.41290 362.00000 414.68600 573.60000
733172.54167 6.00000 1.20315 -8.40844 -0.97509 362.00000 410.55278 587.96000
733172.58333 6.00000 1.49072 -7.46006 -1.54840 365.00000 402.00580 607.84000
733172.62500 5.00000 0.71662 -7.33892 -1.47072 360.00000 407.06314 612.88000
733172.66667 4.00000 -0.22428 -6.73672 -1.62947 359.00000 409.54439 608.96000
733172.70833 3.00000 0.05804 -5.85860 -2.22040 359.00000 409.10419 608.52000
733172.75000 4.00000 1.14654 -5.59907 -2.73390 356.00000 400.45468 606.92000
733172.79167 5.00000 0.73777 -2.61278 -3.24683 357.00000 398.80417 605.00000
733172.83333 7.00000 5.12643 -2.97736 -3.94937 356.00000 405.31146 600.32000
733172.87500 9.00000 6.23447 -2.97184 -6.33923 356.00000 403.62627 593.40000
733172.91667 9.00000 6.11528 -2.31678 -8.14850 362.00000 397.13467 602.44000
733172.95833 11.00000 6.70685 -0.37922 -9.47444 359.00000 403.10846 611.96000
733173.00000 7.00000 9.36187 -1.29892 -9.37698 360.00000 401.70598 613.60000
733173.04167 5.00000 8.91016 -3.32652 -8.56307 364.00000 406.50653 617.56000
733173.08333 4.00000 7.05496 -2.75243 -7.26848 365.00000 415.10531 612.76000
733173.12500 1.00000 3.88498 0.05361 -6.85532 370.00000 417.36035 600.76000
733173.16667 4.00000 5.47630 1.52957 -6.60465 373.00000 393.55840 598.12000
733173.20833 2.00000 3.05559 -2.80996 -5.28410 364.00000 391.01790 604.12000
733173.25000 1.00000 1.13317 -5.20170 -5.25448 366.00000 404.34473 594.52000
733173.29167 -2.00000 1.45823 -5.24414 -5.85942 377.00000 408.36915 584.56000
733173.33333 -3.00000 -0.31706 -2.38474 -5.72483 374.00000 415.20415 582.88000
733173.37500 -5.00000 0.77966 -0.41786 -5.77918 370.00000 423.59587 568.56000
733173.41667 -4.00000 0.11700 -1.01052 -7.15875 365.00000 421.33588 540.32000
733173.45833 -3.00000 0.70281 -1.93878 -7.59607 357.00000 415.99799 518.28000
733173.50000 -3.00000 0.89002 -2.38355 -7.87608 346.00000 416.74595 509.36000
733173.54167 2.00000 5.08915 -2.40015 -7.75348 354.00000 417.13802 502.36000
733173.58333 6.00000 5.51200 -2.53762 -7.48760 352.00000 416.35554 491.20000
733173.62500 8.00000 6.92967 -2.04859 -7.57153 349.00000 412.83967 485.04000
733173.66667 10.00000 6.99728 -1.12250 -7.32296 350.00000 419.39130 481.32000
733173.70833 9.00000 7.32924 -1.40899 -7.06708 349.00000 424.98383 476.48000
733173.75000 3.00000 3.14776 -2.62742 -7.44483 346.00000 418.83752 473.40000
733173.79167 1.00000 0.13900 -2.93583 -6.76550 341.00000 409.09517 460.60000
733173.83333 0.00000 -1.11404 -2.79811 -5.93058 345.00000 403.73967 448.40000
733173.87500 -2.00000 -1.12165 -3.02511 -4.95926 342.00000 407.65540 446.00000
733173.91667 -4.00000 -0.14634 -5.34787 -3.50710 338.00000 401.72827 444.96000
733173.95833 0.00000 1.00591 -6.28038 -2.63494 334.00000 403.86566 441.40000
733174.00000 2.00000 2.37744 -8.90914 -2.62103 333.00000 399.77738 430.68000
733174.04167 4.00000 2.77359 -8.59238 -3.31405 329.00000 401.49784 423.00000
733174.08333 1.00000 2.41549 -7.11266 -3.23943 327.00000 401.12421 418.84000
733174.12500 -1.00000 3.10484 -7.64985 -2.82228 328.00000 399.43778 414.48000
733174.16667 -1.00000 3.23408 -5.95357 -2.40638 323.00000 392.77117 410.88000
733174.20833 -1.00000 3.26389 -6.73617 -2.08738 323.00000 390.65473 406.44000
733174.25000 -1.00000 4.39207 -7.71686 -1.85085 336.00000 373.34248 402.40000
733174.29167 -1.00000 3.73334 -7.12240 -0.64983 333.00000 368.30953 397.40000
733174.33333 -1.00000 3.21303 -5.70335 -0.08599 330.00000 384.16812 392.40000
733174.37500 1.00000 2.64966 -8.00108 0.36747 332.00000 369.90477 390.52000
733174.41667 2.00000 1.77947 -8.07351 1.00944 330.00000 396.51210 392.04000
733174.45833 2.00000 2.34945 -7.34437 1.48980 326.00000 390.54273 393.00000
733174.50000 2.00000 1.46434 -8.57867 1.69309 328.00000 384.94763 394.56000
733174.54167 3.00000 2.01513 -9.22726 2.95392 330.00000 381.83800 399.64000
733174.58333 7.00000 4.17737 -8.61783 4.54330 324.00000 376.94146 398.84000
733174.62500 10.00000 4.66711 -7.03336 5.58174 324.00000 376.42698 395.00000
733174.66667 11.00000 4.09843 -7.84533 5.00735 323.00000 367.86157 392.92000
733174.70833 9.00000 2.65844 -8.73734 4.49597 316.00000 358.00421 392.04000
733174.75000 7.00000 1.25283 -8.71744 4.69665 312.00000 353.17845 395.08000
733174.79167 6.00000 0.58486 -8.02486 5.17940 306.00000 360.37698 392.84000
733174.83333 2.00000 1.49921 -7.68369 4.32523 309.00000 350.44861 385.88000
733174.87500 4.00000 1.84094 -7.30806 2.75796 317.00000 339.66460 384.56000
733174.91667 3.00000 0.46780 -4.77659 2.56410 317.00000 339.43119 380.80000
733174.95833 5.00000 2.33168 -3.68541 2.79422 318.00000 341.60171 378.08000
733175.00000 7.00000 4.30754 -2.88462 3.17894 319.00000 339.88110 380.52000
733175.04167 9.00000 5.83096 -2.05473 3.74127 326.00000 338.80736 377.88000
733175.08333 5.00000 2.25756 -2.35780 4.07985 326.00000 339.11649 371.88000
733175.12500 1.00000 -3.51965 -1.92400 1.62358 317.00000 342.09665 364.84000
733175.16667 -4.00000 -5.22561 -2.45181 -2.08296 315.00000 324.63584 360.48000
733175.20833 -3.00000 -1.72204 -1.91859 -5.70442 314.00000 320.68497 360.00000
733175.25000 -1.00000 -1.71923 -1.57427 -11.21514 311.00000 323.46224 358.44000
733175.29167 0.00000 1.47539 -0.74714 -16.49324 317.00000 325.41448 359.60000
733175.33333 -1.00000 1.79670 0.20913 -17.56938 315.00000 333.22964 366.68000
733175.37500 0.00000 1.49763 3.06704 -15.55761 315.00000 344.78232 366.84000
733175.41667 1.00000 2.04304 4.87484 -12.36229 316.00000 351.53693 360.40000
733175.45833 1.00000 0.88929 4.71077 -12.19977 338.00000 340.23233 357.48000
733175.50000 -2.00000 -1.63990 3.95045 -13.70012 352.00000 326.35036 359.60000
733175.54167 -4.00000 -2.16863 4.97188 -14.44070 348.00000 317.19450 365.12000
733175.58333 -5.00000 -3.20592 6.59576 -14.17427 340.00000 322.05365 375.80000
733175.62500 -5.00000 -4.47024 5.24973 -8.88197 347.00000 320.74317 384.04000
733175.66667 -4.00000 -4.37631 4.84712 -5.61707 359.00000 322.28863 388.12000
733175.70833 0.00000 -1.52764 5.09018 -3.67590 375.00000 318.11721 406.60000
733175.75000 1.00000 -0.60890 4.28324 -1.48686 382.00000 318.77793 452.20000
733175.79167 -2.00000 -0.77764 5.47795 -1.51750 381.00000 321.37998 489.84000
733175.83333 -5.00000 -0.82707 3.24109 -0.18623 370.00000 311.60871 514.12000
733175.87500 -6.00000 -0.69553 7.26590 -2.39375 364.00000 324.27130 526.92000
733175.91667 -7.00000 -0.40540 2.03030 -6.40694 359.00000 310.70337 534.36000
733175.95833 -7.00000 -0.08395 4.18199 -12.22281 356.00000 319.77278 544.56000
733176.00000 -6.00000 1.19747 3.56141 -19.11145 356.00000 324.22214 544.96000
733176.04167 -4.00000 2.56118 4.36467 -26.32639 355.00000 324.90384 551.28000
733176.08333 1.00000 4.09577 4.30459 -28.27881 360.00000 324.31310 571.00000
733176.12500 2.00000 4.21562 4.13634 -26.87909 351.00000 319.93321 589.76000
733176.16667 0.00000 4.35113 4.50169 -23.11263 342.00000 324.00524 598.60000
733176.20833 1.00000 5.24818 5.10574 -21.27868 340.00000 330.47342 590.08000
733176.25000 2.00000 6.24554 5.19347 -19.50509 339.00000 324.63066 576.36000
733176.29167 3.00000 6.07325 4.76814 -16.76588 336.00000 316.82116 572.48000
733176.33333 2.00000 5.56632 7.78765 -14.90474 335.00000 327.86500 568.88000
733176.37500 2.00000 5.94905 10.06251 -12.99291 325.00000 334.03617 563.92000
733176.41667 2.00000 5.33954 10.66595 -11.24352 327.00000 332.36055 559.92000
733176.45833 1.00000 4.51943 11.27410 -11.51533 327.00000 331.08499 551.76000
733176.50000 0.00000 4.29311 13.05156 -12.25608 328.00000 327.51614 547.04000
733176.54167 -2.00000 3.25134 13.70610 -12.31234 327.00000 331.35674 543.32000
733176.58333 -2.00000 1.86464 12.84633 -12.66332 324.00000 338.71796 537.44000
733176.62500 -2.00000 1.40221 12.75770 -11.96773 323.00000 348.79271 536.52000
733176.66667 -3.00000 1.56320 13.60287 -11.40346 324.00000 356.65620 534.40000
733176.70833 -4.00000 1.50202 11.81505 -11.45069 325.00000 345.23933 538.76000
733176.75000 -4.00000 1.20637 10.39041 -10.68221 327.00000 335.43878 536.16000
733176.79167 -4.00000 2.67813 10.41198 -9.94550 328.00000 347.76278 528.00000
733176.83333 -2.00000 3.49064 12.85633 -10.33975 332.00000 370.88400 523.32000
733176.87500 -1.00000 3.72572 12.12449 -9.20498 329.00000 402.49436 520.56000
733176.91667 1.00000 4.43638 5.72507 -8.32177 326.00000 394.97857 516.28000
733176.95833 5.00000 2.55570 5.81752 -7.78152 333.00000 418.07041 510.48000
733177.00000 7.00000 3.51288 5.89624 -7.91335 330.00000 434.64604 511.04000
733177.04167 9.00000 4.69359 3.79912 -6.16839 328.00000 435.01541 517.20000
733177.08333 9.00000 5.68967 1.08171 -6.84112 328.00000 423.42379 512.64000
733177.12500 11.00000 6.49331 -1.04913 -6.20718 341.00000 431.18540 505.56000
733177.16667 10.00000 6.10999 -2.79581 -5.93741 343.00000 415.35926 506.48000
733177.20833 9.00000 6.28748 -1.94812 -5.43615 340.00000 399.64860 510.68000
733177.25000 10.00000 7.78477 1.56183 -5.85865 336.00000 402.08128 511.88000
733177.29167 7.00000 8.15449 -0.24212 -4.42153 330.00000 411.89910 529.28000
733177.33333 3.00000 7.15004 0.47484 -2.83209 327.00000 422.63386 542.80000
733177.37500 5.00000 9.70785 2.59860 -2.44278 332.00000 432.17481 531.24000
733177.41667 5.00000 11.00081 0.36518 -4.25140 332.00000 403.96348 523.96000
733177.45833 4.00000 10.47654 -0.27924 -4.58826 335.00000 405.80779 530.80000
733177.50000 6.00000 10.58499 -0.65500 -4.58166 331.00000 419.77930 538.00000
733177.54167 4.00000 10.43582 1.39876 -4.82397 329.00000 408.28783 544.24000
733177.58333 3.00000 8.33956 3.56070 -4.86332 329.00000 397.95529 538.04000
733177.62500 4.00000 9.37305 4.52032 -5.14680 330.00000 404.97116 532.72000
733177.66667 5.00000 8.03099 5.82058 -5.42788 330.00000 414.60406 532.80000
733177.70833 4.00000 7.58576 5.88244 -5.77796 331.00000 436.88999 523.84000
733177.75000 3.00000 6.55874 4.37421 -6.52383 334.00000 451.46533 518.96000
733177.79167 5.00000 6.25928 3.48886 -6.96001 331.00000 437.11639 519.04000
733177.83333 6.00000 6.95630 4.66116 -6.46559 322.00000 434.14372 522.60000
733177.87500 8.00000 10.50749 6.73522 -6.70861 341.00000 434.93900 525.52000
733177.91667 9.00000 12.00688 7.96285 -6.57629 350.00000 431.33037 523.40000
733177.95833 8.00000 12.19766 6.82766 -7.51781 366.00000 435.89782 506.96000
733178.00000 9.00000 13.10158 8.21959 -8.42522 362.00000 440.46726 493.48000
733178.04167 7.00000 9.95505 6.90556 -7.30205 357.00000 436.85812 495.60000
733178.08333 7.00000 6.54748 3.66657 -5.90027 364.00000 438.34082 496.96000
733178.12500 7.00000 4.23455 4.64318 -5.00334 368.00000 442.25397 495.48000
733178.16667 5.00000 3.83155 7.24305 -4.11795 366.00000 450.28888 507.48000
733178.20833 3.00000 3.80237 7.89188 -3.51380 364.00000 471.12382 510.16000
