# time dst_kyoto dst_l1 dst_stb dst_pers
482.00000 -21.00000 -27.78967 -39.15031 -14.83389
483.00000 -20.00000 -27.09999 -39.15031 -20.53896
484.00000 -21.00000 -27.09999 -34.17875 -23.95054
485.00000 -21.00000 -26.02898 -22.83644 -23.95054
486.00000 -14.00000 -18.97892 -22.81895 -16.99590
487.00000 -13.00000 -16.31256 -18.83526 -12.61391
488.00000 -14.00000 -19.90325 -13.88328 -12.61391
489.00000 -14.00000 -22.24363 -13.88328 -11.98281
490.00000 -13.00000 -22.24363 -11.44493 -4.63607
491.00000 -11.00000 -14.60789 -11.44493 -3.80611
492.00000 -11.00000 -13.38374 -9.23004 -7.89890
493.00000 -3.00000 -9.33770 -6.77257 -7.89890
494.00000 -3.00000 -8.50390 -8.80948 -6.93058
495.00000 -3.00000 -8.50390 -8.80948 -4.04356
496.00000 -3.00000 -5.83796 -5.15392 -5.66315
497.00000 1.00000 -2.39380 -5.15392 -5.66315
498.00000 0.00000 -3.49663 -3.84514 -4.62253
499.00000 0.00000 -3.49663 -3.84514 1.00000
500.00000 1.00000 -1.08524 -3.13072 1.00000
501.00000 -2.00000 -0.20947 -3.13072 1.00000
502.00000 -3.00000 -2.95722 -3.85480 1.00000
503.00000 -4.00000 -2.95722 -3.85480 1.00000
504.00000 -4.00000 -1.88124 0.31326 1.00000
505.00000 -7.00000 -2.90797 1.00000 1.00000
506.00000 -7.00000 -3.06984 1.00000 1.00000
507.00000 -3.00000 -3.06984 1.00000 1.00000
508.00000 0.00000 0.74332 1.00000 1.00000
509.00000 1.00000 1.00000 1.00000 1.00000
510.00000 1.00000 -0.39326 0.79715 1.00000
511.00000 -6.00000 -6.59651 -0.00246 1.00000
512.00000 -10.00000 -6.59651 -0.00246 1.00000
513.00000 -21.00000 -17.01278 1.00000 1.00000
514.00000 -22.00000 -17.01278 -0.45371 -3.65403
515.00000 -26.00000 -19.11916 -16.75782 -3.65403
516.00000 -26.00000 -19.11916 -16.75782 -0.57333
517.00000 -26.00000 -18.52731 -13.57120 -0.72036
518.00000 -19.00000 -17.69216 -14.11862 -0.72036
519.00000 -19.00000 -17.69216 -15.54373 -2.42840
520.00000 -13.00000 -12.00385 -15.54373 -8.05218
521.00000 -12.00000 -10.63029 -12.07935 -8.05218
522.00000 -11.00000 -8.62234 -11.70972 -6.44195
523.00000 -10.00000 -8.06067 -11.70972 -4.86562
524.00000 -10.00000 -7.63187 -11.01727 -1.31668
525.00000 -25.00000 -25.75548 -16.07239 -53.10316
526.00000 -28.00000 -29.64892 -22.70952 -53.10316
527.00000 -28.00000 -29.64892 -22.70952 -39.98159
528.00000 -25.00000 -24.18548 -13.18055 -31.04403
529.00000 -18.00000 -23.38933 -13.02882 -27.86035
530.00000 -16.00000 -24.00905 -33.64519 -27.86035
531.00000 -21.00000 -24.00905 -33.64519 -25.00130
532.00000 -21.00000 -20.59764 -32.95294 -21.89446
533.00000 -20.00000 -20.59764 -19.28968 -21.89446
534.00000 -19.00000 -18.57038 -18.02413 -21.71369
535.00000 -19.00000 -18.57038 -17.80385 -23.43009
536.00000 -14.00000 -19.05581 -14.85128 -25.13209
537.00000 -14.00000 -19.05581 -14.85128 -25.13209
538.00000 -14.00000 -15.92643 -14.38105 -15.95784
539.00000 -11.00000 -12.93144 -8.95440 -12.46161
540.00000 -11.00000 -9.76095 -4.82617 -12.46161
541.00000 -8.00000 -9.34713 -7.13233 -11.89237
542.00000 -6.00000 -7.15427 -12.08094 -10.63717
543.00000 -6.00000 -7.15427 -13.93841 -6.69130
544.00000 -7.00000 -6.86045 -13.93841 -5.78945
545.00000 -13.00000 -6.71616 -6.85458 -5.78945
546.00000 -13.00000 -4.84236 -3.91825 -4.31379
547.00000 -9.00000 -2.98471 -3.91825 -3.24400
548.00000 -9.00000 1.00000 -9.89704 -1.67842
549.00000 -7.00000 1.00000 -9.89704 -1.67842
550.00000 -5.00000 1.00000 -10.37440 0.40509
551.00000 -7.00000 -1.23416 -10.37440 -0.05830
552.00000 -7.00000 -1.23416 -3.38110 -2.23103
553.00000 -1.00000 0.67154 1.00000 -2.23103
554.00000 1.00000 1.00000 -1.77869 1.00000
555.00000 1.00000 1.00000 -1.77869 1.00000
556.00000 -20.00000 -18.29829 -22.81987 1.00000
557.00000 -25.00000 -25.56435 -41.67236 -4.23503
558.00000 -29.00000 -25.56435 -41.67236 -4.84752
559.00000 -30.00000 -22.64382 -38.52010 -10.91911
560.00000 -30.00000 -22.64382 -32.57795 -10.91911
561.00000 -25.00000 -20.20614 -25.15650 -10.23820
562.00000 -26.00000 -19.30023 -24.41335 -14.65348
563.00000 -26.00000 -19.47045 -24.41335 -14.65348
564.00000 -24.00000 -19.47045 -23.92746 -15.71691
565.00000 -22.00000 -14.08836 -15.63382 -15.71691
566.00000 -18.00000 -11.28003 -12.76592 -10.69461
567.00000 -17.00000 -10.70645 -13.30346 -9.76413
568.00000 -17.00000 -9.42921 -13.30346 -6.32805
569.00000 -17.00000 -9.42921 -10.43462 -6.00659
570.00000 -27.00000 -24.56062 -23.98728 -5.27020
571.00000 -27.00000 -24.56062 -23.98728 -3.06469
572.00000 -34.00000 -16.43123 -16.21426 -36.52870
573.00000 -34.00000 -15.42891 -15.15341 -36.52870
574.00000 -26.00000 -20.47057 -15.72371 -34.76483
575.00000 -25.00000 -20.47057 -17.72897 -28.82470
576.00000 -21.00000 -18.82626 -22.17007 -28.68173
577.00000 -20.00000 -19.80471 -22.17007 -23.79697
578.00000 -19.00000 -21.63065 -16.76744 -23.46768
579.00000 -20.00000 -22.19563 -16.76744 -23.46768
580.00000 -20.00000 -22.19563 -14.31891 -17.91596
581.00000 -17.00000 -21.36225 -10.37515 -18.35750
582.00000 -29.00000 -16.77288 -17.64365 -18.35750
583.00000 -29.00000 -16.77288 -20.21051 -15.94368
584.00000 -21.00000 -15.25007 -20.21051 -17.21473
585.00000 -21.00000 -15.25007 -18.94865 -17.21473
586.00000 -17.00000 -12.03505 -16.90296 -15.50799
587.00000 -19.00000 -12.90527 -16.90296 -14.57771
588.00000 -20.00000 -12.99521 -12.99782 -8.68669
589.00000 -20.00000 -12.99521 -8.15548 -7.11119
590.00000 -15.00000 -10.92954 -9.10334 -6.79704
591.00000 -7.00000 -3.97451 -9.10334 -6.33402
592.00000 -12.00000 -4.80781 -7.58132 -6.33402
593.00000 -12.00000 -10.55737 -0.94606 -6.05134
594.00000 -16.00000 -12.90054 -2.04863 -5.16683
595.00000 -18.00000 -12.90054 -3.59197 -3.93784
596.00000 -21.00000 -11.12719 -3.59197 -1.85699
597.00000 -21.00000 -11.12719 -2.57917 1.00000
598.00000 -13.00000 -8.32195 -2.57917 1.00000
599.00000 -15.00000 -9.62205 -2.15564 -2.37947
600.00000 -15.00000 -9.62205 -5.59429 -4.20584
601.00000 -14.00000 -8.99282 -5.59429 -4.20584
602.00000 -13.00000 -9.85191 -2.09642 -1.25258
603.00000 -13.00000 -9.85191 0.69813 1.00000
604.00000 -11.00000 -3.63729 1.00000 -0.31247
605.00000 -9.00000 -2.04479 1.00000 -0.31247
606.00000 -9.00000 -0.62239 -10.86839 1.00000
607.00000 -30.00000 -19.40869 -25.13350 1.00000
608.00000 -35.00000 -19.40869 -47.60780 1.00000
609.00000 -49.00000 -39.84808 -47.60780 -21.90103
610.00000 -49.00000 -39.84808 -44.46417 -21.90103
611.00000 -37.00000 -33.15512 -29.67970 -20.25231
612.00000 -37.00000 -24.36859 -24.34344 -23.40357
613.00000 -37.00000 -27.59404 -23.04244 -23.40357
614.00000 -36.00000 -27.59404 -21.19213 -18.68764
615.00000 -33.00000 -27.44081 -20.86176 -18.45446
616.00000 -27.00000 -21.74375 -22.75649 -18.86947
617.00000 -28.00000 -18.61715 -22.75649 -18.86947
618.00000 -28.00000 -18.61715 -17.84730 -12.22633
619.00000 -34.00000 -27.17190 -17.84730 -9.31148
620.00000 -34.00000 -27.17190 -20.88884 -17.09400
621.00000 -17.00000 -16.15584 -20.88884 -17.09400
622.00000 -9.00000 -11.32754 -13.40562 -16.30217
623.00000 -32.00000 -19.21366 -16.31013 -16.30217
624.00000 -36.00000 -26.39143 -52.93804 -18.44118
625.00000 -36.00000 -30.46230 -54.94480 -18.44118
626.00000 -26.00000 -30.46230 -54.94480 -15.50978
627.00000 -26.00000 -22.71472 -41.96922 -17.99920
628.00000 -26.00000 -20.33554 -32.52661 -19.93987
629.00000 -27.00000 -18.59040 -32.52661 -19.93987
630.00000 -32.00000 -16.22547 -26.20371 -22.03611
631.00000 -32.00000 -14.58572 -26.47121 -22.03611
632.00000 -31.00000 -14.45402 -29.24520 -14.17712
633.00000 -31.00000 -15.54708 -29.24520 -14.17712
634.00000 -22.00000 -15.54708 -27.71052 -12.42420
635.00000 -21.00000 -13.19758 -19.00352 -10.57576
636.00000 -19.00000 -11.95328 -17.93859 -10.57576
637.00000 -19.00000 -11.05482 -18.98605 -9.98079
638.00000 -18.00000 -8.96473 -18.98605 -10.75376
639.00000 -18.00000 -15.30560 -17.04662 -10.75376
640.00000 -31.00000 -17.29349 -14.27551 -9.57737
641.00000 -31.00000 -23.78281 -14.20340 -4.86948
642.00000 -33.00000 -23.78281 -10.57039 -2.71634
643.00000 -33.00000 -16.59752 -21.18516 -2.64621
644.00000 -19.00000 -14.76922 -27.57938 -4.01526
645.00000 -20.00000 -16.25366 -27.57938 -10.79045
646.00000 -20.00000 -16.25366 -15.75652 -10.79045
647.00000 -19.00000 -14.46737 -15.52391 -9.90679
648.00000 -16.00000 -11.38693 -13.51332 -10.38016
649.00000 -16.00000 -7.05290 -11.67167 -10.38016
650.00000 -13.00000 -7.05290 -11.67167 -8.19493
651.00000 -13.00000 -6.82892 -14.66512 -8.38603
652.00000 -11.00000 -6.26377 -18.70317 -8.38603
653.00000 -12.00000 -6.02420 -18.70317 -9.65807
654.00000 -12.00000 -6.02420 -16.01629 -9.65807
655.00000 -15.00000 -3.71824 -7.86624 -4.98542
656.00000 -15.00000 -5.53509 -7.92261 -2.25611
657.00000 -19.00000 -5.81252 -7.92261 -1.59700
658.00000 -32.00000 -17.83490 -5.35875 -14.82652
659.00000 -34.00000 -28.24960 -9.48240 -18.07190
660.00000 -52.00000 -36.93028 -74.89926 -34.28324
661.00000 -52.00000 -43.18022 -74.89926 -40.30537
662.00000 -47.00000 -43.18022 -62.18729 -40.30537
663.00000 -47.00000 -41.74137 -54.07034 -25.58717
664.00000 -40.00000 -39.11870 -42.52322 -21.83728
665.00000 -39.00000 -30.55486 -40.43331 -28.54446
666.00000 -34.00000 -27.10765 -29.64190 -29.77248
667.00000 -34.00000 -27.10765 -26.13144 -29.77248
668.00000 -28.00000 -23.68389 -26.10107 -17.91750
669.00000 -27.00000 -21.90940 -27.22545 -17.36446
670.00000 -27.00000 -20.36247 -27.22545 -29.04575
671.00000 -29.00000 -24.30993 -24.09377 -29.04575
672.00000 -29.00000 -24.30993 -24.09377 -26.97375
673.00000 -27.00000 -19.34054 -21.14567 -11.84431
674.00000 -20.00000 -15.85411 -16.20818 -12.40653
675.00000 -20.00000 -15.85411 -14.19906 -12.40653
676.00000 -19.00000 -14.19507 -16.93025 -10.80472
677.00000 -86.00000 -62.92892 -32.23856 -16.01496
678.00000 -86.00000 -62.92892 -32.23856 -30.33068
679.00000 -48.00000 -39.84374 -28.07754 -30.33068
680.00000 -42.00000 -31.65903 -30.03771 -27.90055
681.00000 -32.00000 -22.79246 -33.08338 -19.42157
682.00000 -32.00000 -31.07891 -33.08338 -19.42157
683.00000 -30.00000 -31.07891 -30.08608 -12.60816
684.00000 -30.00000 -26.59102 -30.08608 -11.98096
685.00000 -25.00000 -21.09418 -31.79017 -10.71006
686.00000 -30.00000 -26.51422 -31.79017 -13.52580
687.00000 -30.00000 -26.51422 -25.39410 -13.52580
688.00000 -36.00000 -25.82878 -21.02348 -13.12180
689.00000 -36.00000 -25.82878 -21.02348 -9.72846
690.00000 -34.00000 -28.41762 -25.16896 -9.04266
691.00000 -31.00000 -28.41762 -28.36048 -7.64962
692.00000 -25.00000 -17.25127 -28.36048 -15.12643
693.00000 -27.00000 -14.50133 -24.50620 -15.62822
694.00000 -27.00000 -14.50133 -24.50620 -22.25978
695.00000 -16.00000 -10.87759 -21.24684 -22.25978
696.00000 -17.00000 -11.17992 -19.84060 -18.03417
697.00000 -17.00000 -11.17992 -14.74788 -13.42234
698.00000 -29.00000 -21.16439 -14.74788 -15.40038
699.00000 -29.00000 -21.16439 -9.41109 -15.40038
700.00000 -24.00000 -19.04898 -14.09072 -15.39474
701.00000 -22.00000 -11.91169 -14.09072 -10.79295
702.00000 -16.00000 -7.76964 -13.10208 -4.90433
703.00000 -16.00000 -8.79239 -16.67021 -5.71811
704.00000 -16.00000 -10.51113 -16.67021 -5.71811
705.00000 -21.00000 -12.92975 -14.09575 -4.72489
706.00000 -21.00000 -12.92975 -6.62442 -4.91984
707.00000 -12.00000 -7.95254 -13.70789 -4.91984
708.00000 -12.00000 -5.63526 -13.70789 -4.58559
709.00000 -8.00000 -3.58072 -20.43296 -2.50903
710.00000 -6.00000 -2.89016 -26.72606 -3.30218
711.00000 -4.00000 -10.56763 -26.72606 -8.48970
712.00000 -48.00000 -61.31771 -34.12442 -14.60500
713.00000 -48.00000 -61.31771 -34.12442 -40.86320
714.00000 -56.00000 -51.94191 -40.00855 -40.86320
715.00000 -56.00000 -52.01315 -40.00855 -41.98096
716.00000 -52.00000 -52.01315 -39.17979 -41.98096
717.00000 -45.00000 -43.65227 -39.17979 -36.12722
718.00000 -36.00000 -38.49478 -36.32731 -29.04489
719.00000 -35.00000 -32.04837 -26.04705 -24.23835
720.00000 -32.00000 -32.04837 -23.21218 -24.22092
721.00000 -29.00000 -23.37092 -23.21218 -21.85664
722.00000 -25.00000 -22.40269 -20.26841 -20.86946
723.00000 -25.00000 -21.85125 -20.26841 -17.69967
724.00000 -24.00000 -21.85125 -28.12232 -24.35107
725.00000 -22.00000 -20.23341 -28.12232 -24.35107
726.00000 -14.00000 -15.47649 -25.44471 -20.74604
727.00000 -13.00000 -13.01501 -19.78355 -14.38718
728.00000 -9.00000 -11.49863 -16.85452 -14.44440
729.00000 -6.00000 -5.55933 -16.85452 -14.44440
730.00000 -33.00000 -26.99897 -4.17876 -11.62823
731.00000 -33.00000 -29.86661 -43.36350 -44.96989
732.00000 -33.00000 -29.86661 -43.36350 -44.96989
733.00000 -33.00000 -23.69046 -30.88387 -28.02047
734.00000 -28.00000 -23.69046 -30.88387 -22.08295
735.00000 -22.00000 -16.79032 -26.80409 -24.36272
736.00000 -23.00000 -16.55739 -27.82740 -24.36272
737.00000 -23.00000 -17.61698 -27.82740 -24.29480
738.00000 -23.00000 -17.61698 -24.37120 -17.96139
739.00000 -23.00000 -24.03609 -23.47970 -20.97205
740.00000 -19.00000 -24.03609 -20.32187 -21.90708
741.00000 -16.00000 -16.60109 -20.32410 -21.90708
742.00000 -16.00000 -15.14960 -20.32410 -20.54526
743.00000 -21.00000 -14.26517 -17.06314 -23.77233
744.00000 -21.00000 -13.38148 -27.33166 -23.77233
745.00000 -23.00000 -16.07372 -27.33166 -21.12497
746.00000 -23.00000 -16.07372 -19.05257 -11.40778
747.00000 -15.00000 -15.11615 -18.49834 -9.44939
748.00000 -15.00000 -15.11615 -19.94002 -8.52373
749.00000 -13.00000 -12.53903 -19.94002 -6.18463
750.00000 -13.00000 -11.21527 -18.07391 -6.56858
751.00000 -10.00000 -6.18586 -12.31751 -6.56858
752.00000 -26.00000 -21.57639 -11.31150 -17.12494
753.00000 -31.00000 -33.85172 -24.67593 -17.12494
754.00000 -33.00000 -33.85172 -24.67593 -9.52364
755.00000 -33.00000 -31.08623 -36.12290 -7.57849
756.00000 -16.00000 -14.64178 -36.12290 -3.73196
757.00000 -16.00000 -12.70558 -31.82270 -4.53791
758.00000 -13.00000 -12.70558 -22.15279 -8.15778
759.00000 -13.00000 -11.33293 -21.50893 -8.15778
760.00000 -12.00000 -11.11412 -21.50893 -5.63116
761.00000 -11.00000 -14.88888 -19.98954 -2.52223
762.00000 -11.00000 -14.88888 -17.97081 -0.12740
763.00000 -13.00000 -9.70169 -13.24702 -0.12740
764.00000 -13.00000 -7.74094 -11.89906 1.00000
765.00000 -5.00000 -5.08284 -15.73697 -34.68598
766.00000 -38.00000 -39.52137 -15.73697 -51.61226
767.00000 -46.00000 -64.50320 -10.60546 -51.61226
768.00000 -46.00000 -64.50320 -27.34776 -48.22265
769.00000 -40.00000 -47.67459 -47.83878 -48.22265
770.00000 -39.00000 -29.87163 -47.83878 -43.78572
771.00000 -31.00000 -27.07078 -35.71947 -39.29301
772.00000 -31.00000 -24.41572 -35.71947 -29.57022
773.00000 -33.00000 -30.68314 -35.63257 -28.57681
774.00000 -33.00000 -30.68314 -22.78727 -28.39167
775.00000 -32.00000 -29.76257 -20.37141 -20.04518
776.00000 -24.00000 -21.32076 -20.37141 -19.85299
777.00000 -29.00000 -27.53231 -23.45065 -20.02035
778.00000 -29.00000 -27.53231 -23.45065 -20.02035
779.00000 -22.00000 -25.54758 -15.95362 -17.70071
780.00000 -20.00000 -17.52328 -12.29702 -12.54349
781.00000 -16.00000 -19.44539 -13.76320 -10.11076
782.00000 -22.00000 -22.95445 -13.76320 -10.73126
783.00000 -22.00000 -22.95445 -11.57822 -20.55687
784.00000 -20.00000 -21.42828 -32.95171 -20.55687
785.00000 -21.00000 -20.12819 -32.95171 -19.73075
786.00000 -21.00000 -17.15803 -30.95611 -17.21352
787.00000 -16.00000 -17.15803 -14.37706 -17.21352
788.00000 -16.00000 -12.44917 -17.50807 -11.87852
789.00000 -19.00000 -16.48020 -17.50807 -10.18252
790.00000 -24.00000 -29.54703 -20.71336 -11.60733
791.00000 -24.00000 -29.54703 -20.71336 -11.60733
792.00000 -22.00000 -17.97181 -15.17782 -15.84316
793.00000 -18.00000 -12.22732 -19.11874 -15.84316
794.00000 -14.00000 -11.51850 -19.11874 -11.74795
795.00000 -9.00000 -11.51850 -16.66798 -9.32444
796.00000 -10.00000 -8.80541 -9.24793 -8.74766
797.00000 -10.00000 -6.01045 -9.76068 -8.74766
798.00000 -7.00000 -4.79525 -14.17984 -10.90264
799.00000 -1.00000 -1.56058 -14.17984 -10.90264
800.00000 0.00000 -1.02907 -8.80442 -9.47444
801.00000 -5.00000 -0.31706 -7.46006 -9.47444
802.00000 -5.00000 -1.12165 -8.90914 -7.87608
803.00000 -4.00000 -1.12165 -9.22726 -7.57153
804.00000 -1.00000 0.46780 -9.22726 -3.23943
805.00000 -4.00000 -5.22561 -8.73734 -17.56938
806.00000 -7.00000 -5.22561 -2.45181 -26.32639
807.00000 -7.00000 -4.47024 1.00000 -28.27881
808.00000 -4.00000 1.00000 1.00000 -28.27881
809.00000 -4.00000 1.00000 -2.79581 -12.66332
810.00000 1.00000 1.00000 -2.79581 -8.42522
811.00000 1.00000 1.00000 -23.52568 -8.42522
812.00000 -8.00000 1.00000 -23.52568 -5.90907
813.00000 -8.00000 1.00000 -18.73969 -5.90907
814.00000 -2.00000 1.00000 -13.94689 -5.03517
815.00000 -10.00000 -0.79345 -13.15317 -4.85766
816.00000 -10.00000 -0.79345 -5.94220 -4.74038
817.00000 -9.00000 -1.36200 -3.63707 -2.45987
818.00000 -11.00000 -9.91865 -14.30238 -36.37985
819.00000 -29.00000 -24.50090 -14.30238 -56.59450
820.00000 -29.00000 -24.50090 -59.58100 -56.59450
821.00000 -26.00000 -17.58155 -59.58100 -35.31435
822.00000 -26.00000 -19.25030 -40.72478 -23.60093
823.00000 -16.00000 -20.24892 -23.25725 -21.80209
824.00000 -16.00000 -20.24892 -23.25725 -27.20825
825.00000 -17.00000 -16.28907 -17.03967 -27.20825
826.00000 -21.00000 -15.83699 -14.23060 -26.06466
827.00000 -21.00000 -16.21066 -16.85566 -16.84411
828.00000 -13.00000 -16.21066 -16.85566 -24.29420
829.00000 -13.00000 -9.34598 -13.45157 -24.29420
830.00000 -13.00000 -9.93124 -13.30920 -20.78023
831.00000 -13.00000 -9.93124 -13.30920 -14.75988
832.00000 -11.00000 -8.18032 -12.99089 -14.12059
833.00000 -11.00000 -17.33495 -10.00331 -14.12059
834.00000 -16.00000 -17.77496 -9.25352 -13.61649
835.00000 -16.00000 -17.77496 -8.11067 -13.82524
836.00000 -20.00000 -8.79010 -15.62005 -14.34810
837.00000 -20.00000 -9.87261 -15.62005 -14.34810
838.00000 -16.00000 -11.97871 -10.32738 -9.90474
839.00000 -21.00000 -11.97871 -10.19572 -9.90474
840.00000 -21.00000 -8.67827 -10.19572 -7.49856
841.00000 -15.00000 -6.86586 -16.88757 -7.04241
842.00000 -12.00000 -6.33837 -16.88757 -24.14311
843.00000 -17.00000 -6.33837 -16.37022 -24.14311
844.00000 -17.00000 -4.95553 -12.89718 -19.83738
845.00000 -14.00000 -3.42393 -10.13495 -14.18840
846.00000 -5.00000 -3.23044 -9.92473 -7.90685
847.00000 -10.00000 -3.23044 -8.67934 -6.77682
848.00000 -10.00000 -2.63959 -8.67934 -5.96976
849.00000 -9.00000 -1.26872 -7.99758 -4.63572
850.00000 -9.00000 0.64888 -5.01659 -2.13957
851.00000 -2.00000 1.00000 -1.38045 -0.76225
852.00000 -7.00000 -2.72991 -1.07321 1.00000
853.00000 -15.00000 -10.96504 -9.05723 1.00000
854.00000 -16.00000 -16.93496 -9.05723 1.00000
855.00000 -16.00000 -16.93496 -37.39772 -1.05533
856.00000 -13.00000 -11.48740 -41.86000 -1.60858
857.00000 -4.00000 -5.95739 -41.86000 -1.60858
858.00000 -4.00000 -5.43754 -17.66962 1.00000
859.00000 -1.00000 -3.38066 -13.16113 1.00000
860.00000 0.00000 -0.29810 -10.60840 1.00000
861.00000 -1.00000 -0.29810 -10.71604 1.00000
862.00000 -2.00000 -1.09421 -10.71604 1.00000
863.00000 -4.00000 -1.30935 -8.53612 1.00000
864.00000 -4.00000 -1.30935 -8.40539 1.00000
865.00000 -2.00000 1.00000 -6.30110 1.00000
866.00000 -31.00000 -40.73445 -28.19783 1.00000
867.00000 -41.00000 -45.91166 -28.19783 1.00000
868.00000 -41.00000 -45.91166 -15.57102 1.00000
869.00000 -21.00000 -32.40524 -15.74278 1.00000
870.00000 -28.00000 -27.80122 -15.74278 -5.63280
871.00000 -28.00000 -28.39484 -26.12724 -17.75220
872.00000 -22.00000 -28.39484 -26.12724 -17.75220
873.00000 -21.00000 -22.43517 -22.39048 -14.93032
874.00000 -21.00000 -22.43517 -22.39048 -11.63808
875.00000 -17.00000 -18.12161 -21.44538 -17.84419
876.00000 -30.00000 -25.51566 -21.44538 -17.84419
877.00000 -30.00000 -25.51566 -18.12398 -14.50791
878.00000 -20.00000 -21.13824 -12.35060 -14.50791
879.00000 -18.00000 -14.49816 -10.45143 -14.12610
880.00000 -15.00000 -12.70480 -9.06930 -14.12610
881.00000 -15.00000 -12.70480 -7.35465 -7.77812
882.00000 -12.00000 -8.67211 -6.80211 -7.81467
883.00000 -12.00000 -7.06497 -6.56114 -7.81467
884.00000 -11.00000 -6.29512 -3.71199 -6.13254
885.00000 -11.00000 -5.81422 -3.71199 -11.64615
886.00000 -29.00000 -18.19833 -3.35703 -14.74890
887.00000 -29.00000 -18.19833 1.00000 -14.74890
888.00000 -17.00000 -12.87509 1.00000 -4.75066
889.00000 -17.00000 -13.68511 0.28983 -5.50794
890.00000 -16.00000 -13.68511 -3.97141 -8.34835
891.00000 -16.00000 -13.48734 -3.97141 -8.34835
892.00000 -12.00000 -11.20154 -3.60027 -6.08891
893.00000 -10.00000 -12.11793 -6.74740 -5.81433
894.00000 -15.00000 -15.31180 -10.68839 -5.55149
895.00000 -15.00000 -15.31180 -17.67767 -5.55149
896.00000 -19.00000 -15.06763 -17.67767 -2.95230
897.00000 -19.00000 -15.06763 -15.15707 -1.56695
898.00000 -8.00000 -7.88309 -19.47207 -1.26989
899.00000 -8.00000 -6.41306 -19.47207 -1.26989
900.00000 -8.00000 -6.71777 -13.77893 -0.74618
901.00000 -5.00000 -6.71777 -8.42827 0.13020
902.00000 -3.00000 -3.39217 -6.88720 1.00000
903.00000 -3.00000 -0.96836 -6.88720 1.00000
904.00000 1.00000 1.00000 -5.94555 0.50140
905.00000 1.00000 1.00000 -4.44598 -5.70178
906.00000 1.00000 1.00000 -5.96241 -15.97090
907.00000 -10.00000 -15.46212 -8.68509 -15.97090
908.00000 -10.00000 -15.46212 -8.68509 -10.18375
909.00000 -9.00000 -3.74505 -2.29335 -6.82856
910.00000 -10.00000 -4.33920 1.00000 -6.46063
911.00000 -10.00000 -4.33920 1.00000 -4.59535
912.00000 -8.00000 -1.93912 1.00000 -1.93326
913.00000 -4.00000 -1.93912 1.00000 -1.39042
914.00000 -3.00000 -3.17490 1.00000 0.59518
915.00000 -1.00000 -3.17490 1.00000 1.00000
916.00000 -1.00000 1.00000 -0.19254 -0.24254
917.00000 -6.00000 -3.72502 -0.19254 -0.24254
918.00000 -9.00000 -3.72502 1.00000 1.00000
919.00000 -9.00000 -9.12398 -3.29741 1.00000
920.00000 -34.00000 -41.46406 -19.05312 -42.26048
921.00000 -34.00000 -41.46406 -19.05312 -43.15444
922.00000 -27.00000 -35.13157 -67.59343 -43.15444
923.00000 -19.00000 -20.05156 -67.59343 -25.52124
924.00000 -19.00000 -18.10621 -65.70320 -28.29186
925.00000 -19.00000 -18.10621 -48.72460 -28.62397
926.00000 -16.00000 -16.42637 -31.68308 -28.62397
927.00000 -16.00000 -12.84111 -30.29361 -21.53460
928.00000 -14.00000 -10.60137 -25.02462 -20.88237
929.00000 -15.00000 -11.36029 -25.02462 -18.58846
930.00000 -18.00000 -13.04456 -21.39060 -14.17577
931.00000 -18.00000 -13.04456 -19.49223 -20.23584
932.00000 -11.00000 -10.79825 -15.70433 -20.23584
933.00000 -12.00000 -13.18744 -12.59582 -14.80556
934.00000 -13.00000 -13.18744 -12.54332 -11.34157
935.00000 -13.00000 -6.77965 -10.90810 -11.01036
936.00000 -6.00000 -2.12703 -7.47366 -10.19376
937.00000 -7.00000 -1.29216 -7.47366 -7.12447
938.00000 -7.00000 0.22577 -12.61304 -5.84259
939.00000 -4.00000 -3.67780 -15.47308 -5.29252
940.00000 -7.00000 -3.67780 -16.15833 -15.65607
941.00000 -7.00000 -3.63542 -16.15833 -20.11840
942.00000 -16.00000 -12.50183 -32.18291 -20.11840
943.00000 -22.00000 -20.07544 -33.78280 -10.26219
944.00000 -27.00000 -20.07544 -33.78280 -12.11782
945.00000 -27.00000 -17.10825 -22.09018 -12.11782
946.00000 -20.00000 -16.76643 -20.20483 -11.92076
947.00000 -19.00000 -12.43441 -20.20483 -11.59559
948.00000 -12.00000 -11.89622 -17.13260 -13.82879
949.00000 -17.00000 -11.89622 -17.13260 -14.72041
950.00000 -17.00000 -10.45359 -16.99141 -14.72041
951.00000 -18.00000 -10.23534 -21.31751 -12.46623
952.00000 -18.00000 -14.53046 -21.31751 -10.30464
953.00000 -18.00000 -14.53046 -16.85526 -6.23995
954.00000 -18.00000 -8.34070 -13.42461 -6.23995
955.00000 -8.00000 -5.56663 -11.30574 -6.08554
956.00000 -4.00000 -5.56663 -10.26842 -1.16452
957.00000 -4.00000 -6.73506 -10.26842 0.01350
958.00000 -9.00000 -6.73506 -3.21312 1.00000
959.00000 -9.00000 -2.13459 -3.26867 1.00000
960.00000 -8.00000 -2.13459 -3.26867 -7.98512
961.00000 -6.00000 -6.49621 -4.68664 -11.24263
962.00000 -6.00000 -6.49621 -4.68664 -11.24263
963.00000 -1.00000 -2.68056 -4.48554 -1.12642
964.00000 -6.00000 1.00000 -1.59828 -2.64099
965.00000 -14.00000 -2.75591 0.08033 -2.64099
966.00000 -14.00000 -2.75591 0.94200 -1.67713
967.00000 -2.00000 1.00000 0.94200 -0.47531
