# time dst_kyoto dst_l1 dst_stb dst_pers v_l1 v_stb v_pers
733665.70833 -5.00000 -9.20816 0.80073 6.52706 434.00000 336.25398 344.24000
733665.75000 -5.00000 -8.25168 -0.31820 -6.97823 452.00000 334.34958 342.72000
733665.79167 -6.00000 -8.45792 -2.53726 -19.74823 459.00000 333.81344 338.08000
733665.83333 -7.00000 -8.63555 -0.32697 -25.56558 464.00000 337.58557 338.96000
733665.87500 -8.00000 -8.16411 1.05554 -31.41318 471.00000 340.52221 339.04000
733665.91667 -10.00000 -9.94787 2.23568 -36.54473 461.00000 342.16341 347.80000
733665.95833 -11.00000 -11.73378 1.16272 -31.43172 459.00000 350.01759 359.16000
733666.00000 -7.00000 -9.56196 1.82369 -29.61578 466.00000 368.12067 363.00000
733666.04167 -1.00000 -8.85565 -0.03326 -26.95181 465.00000 385.76566 375.48000
733666.08333 3.00000 -9.35893 -8.24281 -23.46465 464.00000 386.64522 393.76000
733666.12500 2.00000 -9.36830 -9.22464 -20.58312 458.00000 398.41952 402.08000
733666.16667 0.00000 -7.95323 -4.20519 -18.16145 459.00000 406.46232 402.44000
733666.20833 -3.00000 -8.28114 -2.35168 -16.02301 458.00000 412.18253 419.20000
733666.25000 -4.00000 -10.63034 -2.57058 -14.62011 463.00000 420.05365 436.52000
733666.29167 -9.00000 -13.11561 -0.07086 -13.46789 461.00000 431.88960 435.96000
733666.33333 -15.00000 -14.56874 -2.89746 -13.60023 451.00000 437.54248 443.32000
733666.37500 -14.00000 -14.53302 -4.75335 -14.87413 452.00000 444.50399 450.48000
733666.41667 -13.00000 -12.68051 -6.37728 -15.29936 456.00000 456.25034 455.72000
733666.45833 -11.00000 -13.88793 -5.75254 -10.72716 446.00000 471.16711 466.20000
733666.50000 -9.00000 -13.97715 -2.04932 -9.43105 440.00000 479.26514 472.56000
733666.54167 -6.00000 -13.53292 -3.93981 -9.78826 452.00000 487.72292 477.12000
733666.58333 -5.00000 -11.25243 -8.06312 -9.25031 466.00000 483.07303 488.84000
733666.62500 -3.00000 -8.07304 -13.79849 -8.80717 473.00000 496.00551 511.04000
733666.66667 -4.00000 -8.64409 -17.24871 -8.76874 466.00000 503.60175 521.92000
733666.70833 -5.00000 -7.29473 -13.74463 -7.60666 467.00000 491.15691 518.44000
733666.75000 -6.00000 -6.01864 -12.87688 -6.68306 447.00000 490.05810 509.72000
733666.79167 -5.00000 -5.34634 -10.94931 -6.96903 441.00000 489.97583 489.48000
733666.83333 -3.00000 -5.33298 -9.99609 -7.88666 437.00000 493.27724 471.28000
733666.87500 -5.00000 -3.77860 -10.77682 -7.20513 445.00000 494.55798 466.52000
733666.91667 -3.00000 -3.03576 -9.85282 -7.41881 441.00000 493.73083 470.64000
733666.95833 -2.00000 -2.54386 -10.65126 -6.48901 438.00000 489.57860 474.52000
733667.00000 -5.00000 -3.30276 -10.21566 -4.84047 429.00000 480.73581 469.80000
733667.04167 -5.00000 -5.49230 -10.26258 -6.51118 426.00000 482.37059 475.40000
733667.08333 -6.00000 -9.92150 -7.95609 -7.81616 427.00000 472.22129 495.40000
733667.12500 -4.00000 -11.85801 -7.30670 -7.44637 436.00000 468.65643 509.16000
733667.16667 -5.00000 -12.12047 -6.53988 -6.55854 441.00000 460.12013 524.96000
733667.20833 -7.00000 -12.86509 -6.45769 -5.84506 435.00000 459.93032 547.96000
733667.25000 -11.00000 -13.45487 -7.42413 -5.84874 439.00000 460.25780 545.48000
733667.29167 -11.00000 -10.72913 -7.47085 -7.02375 440.00000 464.99570 528.32000
733667.33333 -8.00000 -9.73485 -7.36378 -6.55772 444.00000 446.42999 527.64000
733667.37500 -6.00000 -9.75162 -7.24678 -6.09736 437.00000 449.66129 539.32000
733667.41667 -5.00000 -8.81619 -6.78523 -5.18398 441.00000 452.44242 539.72000
733667.45833 -4.00000 -7.55092 -7.06541 -5.69611 436.00000 448.81696 529.88000
733667.50000 -1.00000 -7.95456 -6.00933 -5.44440 423.00000 450.23507 521.80000
733667.54167 1.00000 -6.47144 -5.40430 -6.73942 441.00000 435.80739 527.92000
733667.58333 -1.00000 -5.65663 -4.48017 -8.42727 447.00000 435.10180 533.32000
733667.62500 -2.00000 -8.50868 -3.43107 -9.18163 434.00000 432.09548 527.44000
733667.66667 -1.00000 -7.62663 -3.76898 -6.57048 452.00000 433.78703 528.08000
733667.70833 -2.00000 -7.61715 -3.64324 -5.61811 459.00000 439.58508 518.56000
733667.75000 -4.00000 -7.95284 -2.88420 -6.03434 447.00000 440.35218 508.52000
733667.79167 -6.00000 -7.24744 -2.35149 -6.65444 448.00000 436.64184 515.24000
733667.83333 -9.00000 -8.22190 -2.43370 -10.62555 456.00000 433.57934 513.20000
733667.87500 -10.00000 -9.07501 -3.49602 -14.08937 451.00000 433.12154 503.92000
733667.91667 -9.00000 -8.59374 -4.07271 -14.00872 454.00000 429.12646 498.88000
733667.95833 -8.00000 -8.77341 -4.53780 -13.08464 452.00000 423.20720 499.12000
733668.00000 -3.00000 -8.25546 -3.87098 -11.82499 452.00000 410.42281 502.52000
733668.04167 2.00000 -10.48423 -2.25360 -11.72323 434.00000 407.37078 496.76000
733668.08333 6.00000 -9.27815 -0.02458 -12.24905 427.00000 396.50227 489.44000
733668.12500 6.00000 -6.57344 -0.03094 -13.43837 437.00000 395.29275 481.24000
733668.16667 4.00000 -5.59788 -0.38805 -15.28868 435.00000 398.13318 469.80000
733668.20833 1.00000 -5.56942 -0.70175 -16.18451 429.00000 392.77478 461.88000
733668.25000 1.00000 -3.53375 0.09407 -15.06119 422.00000 385.82466 463.16000
733668.29167 1.00000 -3.83097 -0.72139 -12.49310 416.00000 382.70098 484.68000
733668.33333 0.00000 -5.61434 -2.91793 -10.19423 413.00000 377.22583 500.48000
733668.37500 -1.00000 -6.08597 -4.33700 -10.09574 415.00000 384.79141 504.68000
733668.41667 -1.00000 -5.70362 -4.40731 -11.36367 398.00000 391.95306 503.80000
733668.45833 2.00000 -5.61039 -3.29132 -11.60965 396.00000 395.94179 495.36000
733668.50000 4.00000 -5.85173 -4.55041 -9.15748 398.00000 393.58131 497.20000
733668.54167 3.00000 -5.03258 -5.37188 -8.63533 411.00000 377.25012 504.08000
733668.58333 4.00000 -4.63547 -5.69389 -8.24645 410.00000 365.89325 501.84000
733668.62500 3.00000 -4.34433 -5.93773 -7.55108 406.00000 362.28483 492.80000
733668.66667 2.00000 -4.45963 -10.06923 -7.97437 405.00000 334.62107 486.44000
733668.70833 2.00000 -4.70123 -9.88249 -8.35040 399.00000 350.55090 492.28000
733668.75000 0.00000 -5.49036 -9.04869 -9.14421 391.00000 365.09457 501.60000
733668.79167 -2.00000 -5.68642 -6.31163 -9.28310 382.00000 361.88195 502.96000
733668.83333 -4.00000 -5.95519 -8.56498 -8.55782 379.00000 347.14100 502.52000
733668.87500 -6.00000 -5.45565 -5.97506 -7.40942 382.00000 351.72193 509.24000
733668.91667 -6.00000 -5.27325 -3.52197 -7.58231 377.00000 359.73468 517.08000
733668.95833 -6.00000 -6.01966 -5.00087 -7.79031 355.00000 353.44214 519.52000
733669.00000 -2.00000 -4.35082 -7.04126 -8.09431 368.00000 351.15616 517.92000
733669.04167 4.00000 -2.41047 -5.76089 -7.74299 376.00000 362.03720 519.64000
733669.08333 7.00000 -2.68108 -6.39768 -7.35274 362.00000 360.15719 518.84000
733669.12500 7.00000 -2.46406 -7.93410 -7.54158 364.00000 360.50887 516.04000
733669.16667 5.00000 -1.60305 -11.83184 -8.81530 358.00000 358.98600 500.88000
733669.20833 2.00000 -1.92067 -12.82413 -8.74396 354.00000 358.88826 497.96000
733669.25000 -2.00000 -2.52415 -10.98684 -7.43755 357.00000 362.42831 514.72000
733669.29167 -5.00000 -5.33257 -13.26798 -7.29838 347.00000 349.51476 514.28000
733669.33333 -6.00000 -7.13922 -15.35846 -7.63381 341.00000 342.93848 503.28000
733669.37500 -4.00000 -8.58548 -16.91600 -8.12362 337.00000 330.89663 489.16000
733669.41667 -4.00000 -8.55414 -15.44511 -8.16736 332.00000 336.69887 487.24000
733669.45833 -6.00000 -8.32861 -17.47589 -8.78427 332.00000 325.42274 492.48000
733669.50000 -5.00000 -7.98783 -14.23675 -10.92504 325.00000 338.27920 487.32000
733669.54167 -6.00000 -8.15949 -13.69882 -11.44013 326.00000 327.93308 487.16000
733669.58333 -6.00000 -7.46732 -14.15100 -10.96588 334.00000 330.91341 488.92000
733669.62500 -6.00000 -8.97244 -10.25534 -10.54741 332.00000 330.15890 487.52000
733669.66667 -4.00000 -5.89799 -11.01397 -9.94129 344.00000 337.68174 486.44000
733669.70833 -2.00000 -5.09544 -9.27593 -9.60572 342.00000 337.46103 478.76000
733669.75000 -1.00000 -5.35975 -10.12984 -9.48437 338.00000 337.69841 475.60000
733669.79167 -2.00000 -5.10017 -10.56309 -9.06252 334.00000 343.10584 474.36000
733669.83333 -2.00000 -3.29417 -10.85005 -8.86147 340.00000 343.76517 468.40000
733669.87500 2.00000 -1.39597 -13.08633 -8.88078 345.00000 340.64004 459.76000
733669.91667 2.00000 0.39126 -12.15721 -8.49132 356.00000 337.10199 456.08000
733669.95833 4.00000 0.95741 -10.10711 -8.07792 353.00000 340.96136 462.68000
733670.00000 3.00000 0.18770 -8.07395 -8.10953 348.00000 344.02297 465.44000
733670.04167 3.00000 0.18281 -7.27704 -8.00443 346.00000 347.64908 460.88000
733670.08333 2.00000 0.64579 -7.03581 -7.94463 339.00000 353.56892 448.12000
733670.12500 4.00000 1.51582 -9.33075 -7.88662 337.00000 352.52602 435.36000
733670.16667 4.00000 2.37012 -12.36370 -7.87507 336.00000 347.32757 429.40000
733670.20833 2.00000 1.93343 -10.02112 -7.63732 331.00000 349.91725 425.96000
733670.25000 2.00000 2.02239 -6.55669 -7.56804 329.00000 362.41515 420.84000
733670.29167 -1.00000 1.30664 -4.47628 -7.76468 323.00000 350.85807 416.48000
733670.33333 1.00000 2.04280 -4.14354 -7.54199 320.00000 356.00000 416.52000
733670.37500 4.00000 -0.74943 -3.52402 -7.02313 313.00000 356.00000 418.04000
733670.41667 5.00000 -0.83094 -4.89542 -6.56500 310.00000 356.05919 418.48000
733670.45833 6.00000 -0.15986 -6.36009 -6.44592 315.00000 359.12011 418.00000
733670.50000 4.00000 1.00686 -6.24995 -5.60056 319.00000 369.66376 417.48000
733670.54167 3.00000 2.54030 -5.51909 -4.91133 319.00000 377.40225 413.36000
733670.58333 3.00000 4.81423 -6.77996 -4.64748 325.00000 367.78580 407.40000
733670.62500 10.00000 6.69571 -6.64139 -4.31314 330.00000 367.08933 405.52000
733670.66667 15.00000 8.63146 -6.22734 -4.62547 325.00000 366.08846 396.12000
733670.70833 15.00000 8.51046 -6.26432 -4.48231 326.00000 362.07559 383.88000
733670.75000 16.00000 8.61005 -5.04688 -4.48366 323.00000 359.46183 377.36000
733670.79167 12.00000 8.41434 -5.72502 -3.69355 327.00000 361.24112 371.40000
733670.83333 7.00000 6.10701 -4.55164 -2.28203 337.00000 357.58620 368.48000
733670.87500 -1.00000 5.53454 -4.90344 -1.12581 346.00000 357.78624 368.00000
733670.91667 -5.00000 5.46141 -3.78924 -1.10965 346.00000 357.86846 365.92000
733670.95833 0.00000 6.56087 -4.60960 -2.84753 356.00000 353.03334 359.32000
733671.00000 -1.00000 4.58395 -5.08163 -5.05449 371.00000 356.49167 353.44000
733671.04167 -4.00000 2.94126 -4.83426 -5.08230 362.00000 360.36828 349.92000
733671.08333 -5.00000 2.96316 -3.60429 -5.20216 383.00000 361.15904 348.52000
733671.12500 -3.00000 1.89390 -4.04612 -4.52909 380.00000 358.44863 349.00000
733671.16667 -2.00000 0.19345 -4.26477 -4.57759 386.00000 356.17838 346.40000
733671.20833 -3.00000 -0.78265 -4.31656 -4.70661 386.00000 347.14664 346.08000
733671.25000 -2.00000 -2.54618 -5.46364 -3.97762 378.00000 349.88496 348.00000
733671.29167 -6.00000 -6.37873 -5.59487 -2.53133 382.00000 365.67992 349.56000
733671.33333 -15.00000 -11.56984 -5.34271 -1.22809 410.00000 379.62566 349.44000
733671.37500 -22.00000 -10.86402 -5.38215 -0.42200 411.00000 377.20031 346.96000
733671.41667 -19.00000 -9.87081 -4.86482 0.11972 440.00000 369.22926 344.96000
733671.45833 -16.00000 -8.72932 -4.77820 2.53697 433.00000 372.44800 347.12000
733671.50000 -13.00000 -9.88606 -4.47002 4.87089 425.00000 376.96469 350.00000
733671.54167 -15.00000 -11.37029 -5.13840 4.14952 443.00000 380.49150 345.84000
733671.58333 -13.00000 -10.98998 -5.13935 1.90586 447.00000 382.00350 338.36000
733671.62500 -14.00000 -9.77465 -5.26958 0.79800 456.00000 378.41607 335.52000
733671.66667 -14.00000 -9.38079 -5.06833 -0.42023 452.00000 389.08405 331.84000
733671.70833 -14.00000 -9.08158 -5.05892 -2.15205 450.00000 392.52170 336.32000
733671.75000 -16.00000 -8.85034 -5.76210 -3.18555 450.00000 391.71688 342.96000
733671.79167 -16.00000 -8.56100 -5.91342 -2.80894 434.00000 398.85431 334.20000
733671.83333 -16.00000 -8.10997 -5.85917 -2.89210 424.00000 407.74235 323.36000
733671.87500 -17.00000 -7.77674 -5.57825 -3.61756 413.00000 412.94110 316.88000
733671.91667 -17.00000 -7.17984 -5.31556 -4.16997 407.00000 418.23110 314.52000
733671.95833 -17.00000 -6.81871 -5.24231 -3.33705 401.00000 423.52105 317.08000
733672.00000 -15.00000 -6.88768 -5.12649 -2.17611 408.00000 428.90601 315.88000
733672.04167 -12.00000 -4.65583 -4.86462 -1.80677 408.00000 434.22798 309.36000
733672.08333 -7.00000 -1.98306 -4.73634 -2.24738 423.00000 434.22716 307.56000
733672.12500 -5.00000 -2.08782 -3.41525 -1.56616 425.00000 428.40608 319.92000
733672.16667 -3.00000 -2.12030 -2.95465 -0.84890 422.00000 434.30905 327.40000
733672.20833 -4.00000 -1.93345 -3.44316 -0.80679 416.00000 448.18631 335.40000
733672.25000 -5.00000 -1.81455 -3.78140 -1.82501 414.00000 466.25925 346.56000
733672.29167 -6.00000 -4.35909 -2.47829 -2.00581 418.00000 461.48591 355.28000
733672.33333 -6.00000 -3.91599 -1.91065 -2.59339 423.00000 442.12199 358.36000
733672.37500 -6.00000 -4.65640 -0.47746 -5.79841 415.00000 446.62814 352.92000
733672.41667 -6.00000 -6.34720 -0.16420 -8.12882 411.00000 447.51937 348.40000
733672.45833 -6.00000 -7.45557 -0.26814 -8.53637 410.00000 444.09186 343.92000
733672.50000 -7.00000 -4.47017 0.41030 -8.34615 419.00000 446.06943 344.08000
733672.54167 -6.00000 -4.37191 -0.41109 -9.12896 416.00000 429.39556 347.04000
733672.58333 -5.00000 -6.16499 -1.02241 -11.19837 399.00000 427.80926 347.48000
733672.62500 -3.00000 -6.18856 -0.12003 -11.65307 393.00000 431.08061 347.00000
733672.66667 -3.00000 -6.97060 0.36584 -10.17183 383.00000 427.94115 354.28000
733672.70833 -5.00000 -6.54252 0.40454 -8.62781 380.00000 421.34149 364.64000
733672.75000 -7.00000 -5.57137 0.27713 -7.89660 394.00000 414.65831 367.48000
733672.79167 -9.00000 -5.05347 0.20855 -6.86321 390.00000 407.93622 371.16000
733672.83333 -11.00000 -6.44492 -0.15914 -6.45999 375.00000 401.17826 370.84000
733672.87500 -12.00000 -5.84883 -0.48801 -5.91183 377.00000 394.33079 365.44000
733672.91667 -12.00000 -5.42996 -0.95281 -4.49932 388.00000 387.51692 367.64000
733672.95833 -12.00000 -5.35570 -1.06183 -3.71914 386.00000 380.60321 371.00000
733673.00000 -11.00000 -5.25577 -1.12080 -3.92450 376.00000 373.68966 369.96000
733673.04167 -9.00000 -5.16949 -1.32027 -3.50325 372.00000 366.75352 363.28000
733673.08333 -8.00000 -5.29579 -1.51391 -3.70378 370.00000 356.35382 352.80000
733673.12500 -7.00000 -5.17494 -1.67158 -3.95219 368.00000 351.17355 346.44000
733673.16667 -6.00000 -4.97353 -1.99993 -3.02504 371.00000 357.73447 352.28000
733673.20833 -5.00000 -4.76065 -2.19087 -1.19969 366.00000 360.49979 359.52000
733673.25000 -5.00000 -4.38934 -2.05006 -0.77787 367.00000 346.59475 359.48000
733673.29167 -4.00000 -4.79223 -2.53612 -1.49682 361.00000 350.07301 357.44000
733673.33333 -4.00000 -4.76709 -3.02563 -2.25690 353.00000 354.06238 348.20000
733673.37500 -5.00000 -5.38931 -2.66359 -2.59942 342.00000 353.97244 345.68000
733673.41667 -7.00000 -4.76190 -2.44908 -1.65375 341.00000 340.99692 348.96000
733673.45833 -8.00000 -4.15898 -2.69110 1.85873 334.00000 345.57577 356.84000
733673.50000 -7.00000 -3.20709 -2.81615 5.50673 332.00000 346.09122 365.52000
733673.54167 -5.00000 -4.25726 -2.97285 6.69947 328.00000 350.13256 368.60000
733673.58333 -3.00000 -4.00539 -3.82972 8.74676 327.00000 353.37483 368.40000
733673.62500 -1.00000 -4.42225 -2.96257 9.30818 325.00000 336.80041 366.52000
733673.66667 -2.00000 -4.72157 -3.11104 8.94357 326.00000 340.16863 366.48000
733673.70833 -3.00000 -3.66403 -2.79678 9.32456 321.00000 339.75355 367.56000
733673.75000 -3.00000 -4.24636 -2.84778 9.49038 321.00000 338.75762 365.88000
733673.79167 -4.00000 -4.50855 -2.90198 9.03012 321.00000 337.74150 361.96000
733673.83333 -2.00000 -4.14155 -2.67329 8.86856 315.00000 336.74688 372.44000
733673.87500 -3.00000 -3.27630 -2.53324 5.49998 315.00000 335.72958 379.88000
733673.91667 -4.00000 -3.69856 -2.39232 -1.30294 314.00000 334.73567 374.92000
733673.95833 -6.00000 -3.20300 -2.32944 -5.69808 314.00000 333.77171 375.60000
733674.00000 -8.00000 -2.51919 -2.20352 -8.75334 312.00000 333.18013 374.36000
733674.04167 -8.00000 -2.31291 -2.15439 -12.00556 311.00000 325.33853 374.12000
733674.08333 -6.00000 -2.70955 -2.08797 -14.37284 306.00000 324.34048 379.60000
733674.12500 -5.00000 -3.35763 -1.53043 -14.39251 306.00000 320.31314 383.04000
733674.16667 -5.00000 -2.65508 -1.77281 -11.95790 306.00000 314.28809 382.44000
733674.20833 -4.00000 -1.17244 -2.31957 -9.86449 306.00000 312.39271 379.44000
733674.25000 -1.00000 -1.24090 -2.16569 -9.68852 303.00000 307.45192 381.64000
733674.29167 1.00000 0.46058 -2.24449 -10.36315 302.00000 310.97332 382.40000
733674.33333 3.00000 0.80879 -2.07061 -10.56583 299.00000 311.72403 377.92000
733674.37500 5.00000 1.28159 -1.72585 -10.41149 299.00000 312.54621 379.12000
733674.41667 4.00000 2.02600 -1.44844 -9.75636 301.00000 309.79113 385.12000
733674.45833 2.00000 1.77174 -0.98484 -9.80916 297.00000 310.57975 383.84000
733674.50000 2.00000 1.74989 -0.95889 -8.01991 293.00000 307.84068 378.96000
733674.54167 1.00000 2.53501 -0.97393 -9.30222 296.00000 309.13197 370.20000
733674.58333 0.00000 2.10960 -0.44571 -9.00507 295.00000 307.00184 363.52000
733674.62500 1.00000 1.74940 -0.31557 -8.93116 295.00000 305.91864 366.60000
733674.66667 3.00000 1.76245 -1.42369 -8.61611 292.00000 303.62158 373.16000
733674.70833 3.00000 2.89463 -1.64652 -7.43377 297.00000 301.99476 377.00000
733674.75000 3.00000 2.46000 -1.86932 -7.07820 303.00000 304.83032 373.36000
733674.79167 2.00000 3.09274 -1.42150 -6.95235 301.00000 303.12837 363.24000
733674.83333 2.00000 3.17623 -0.59734 -6.48276 303.00000 304.98058 359.08000
733674.87500 2.00000 3.98252 -1.10998 -6.16456 303.00000 306.94789 352.16000
733674.91667 2.00000 4.27666 -0.98807 -4.24454 300.00000 309.40913 346.08000
733674.95833 3.00000 5.91789 -0.85213 -4.01527 298.00000 304.21867 349.04000
733675.00000 4.00000 6.47516 -0.91811 -1.86524 301.00000 305.86800 348.44000
733675.04167 3.00000 5.08217 0.80925 -1.54837 296.00000 306.89002 341.80000
733675.08333 3.00000 3.91932 0.88589 -0.85205 293.00000 303.92223 327.64000
733675.12500 2.00000 0.46708 1.03428 -0.56966 295.00000 300.65031 314.32000
733675.16667 2.00000 2.07535 1.96997 -0.00949 298.00000 299.39435 310.00000
733675.20833 6.00000 5.41685 2.51606 0.87217 297.00000 300.33728 313.64000
733675.25000 6.00000 5.46660 1.57737 1.51545 306.00000 296.02211 317.00000
733675.29167 6.00000 3.59978 2.76138 1.38678 304.00000 292.92377 323.76000
733675.33333 4.00000 1.41814 3.78494 1.34755 296.00000 291.93869 333.12000
733675.37500 5.00000 3.04284 3.87659 1.92888 299.00000 290.17119 336.00000
733675.41667 8.00000 4.47791 3.80733 1.49415 297.00000 286.70725 339.64000
733675.45833 8.00000 4.72442 3.87237 1.29447 295.00000 285.20891 343.52000
733675.50000 7.00000 4.98442 3.72101 1.11086 292.00000 282.11646 339.84000
733675.54167 9.00000 5.40238 3.46009 2.00794 294.00000 280.07690 336.52000
733675.58333 8.00000 4.75974 3.32263 3.52810 292.00000 279.86544 338.04000
733675.62500 6.00000 4.52654 3.00161 2.54161 284.00000 279.23407 339.52000
733675.66667 4.00000 3.33783 2.88127 1.37507 275.00000 280.88823 341.56000
733675.70833 1.00000 4.39266 2.12191 1.46467 276.00000 276.59561 337.28000
733675.75000 2.00000 4.16877 2.21866 0.90521 278.00000 275.99603 328.88000
733675.79167 3.00000 5.80846 2.83609 0.17470 276.00000 278.90736 325.48000
733675.83333 4.00000 6.32519 3.68362 0.36185 277.00000 278.00000 326.04000
733675.87500 3.00000 5.45001 3.61796 0.78963 279.00000 277.39244 328.04000
733675.91667 5.00000 5.31418 3.68406 0.93780 272.00000 275.08265 328.48000
733675.95833 5.00000 5.58171 3.80940 1.54396 274.00000 277.96241 327.48000
733676.00000 4.00000 3.80223 4.57916 1.77777 279.00000 279.07994 326.48000
733676.04167 4.00000 5.77618 4.80415 1.98840 282.00000 280.02503 332.24000
733676.08333 5.00000 6.31895 5.29834 3.13679 284.00000 282.51887 338.52000
733676.12500 5.00000 6.74521 7.45402 2.78974 290.00000 288.43950 337.44000
733676.16667 5.00000 8.44485 8.82696 2.86169 289.00000 293.29533 339.12000
733676.20833 5.00000 9.66112 8.18235 3.67078 288.00000 293.08060 346.68000
733676.25000 6.00000 9.62308 6.99477 4.44918 286.00000 290.90334 352.04000
733676.29167 7.00000 9.98143 7.98291 5.48892 284.00000 290.97291 354.56000
733676.33333 8.00000 8.21831 8.79474 9.30091 290.00000 291.63689 365.36000
733676.37500 6.00000 8.20894 8.04617 11.76898 289.00000 292.04500 379.72000
733676.41667 6.00000 9.50277 5.43007 11.06310 290.00000 289.59607 380.32000
733676.45833 5.00000 8.56247 4.58171 10.23126 289.00000 288.99390 371.32000
733676.50000 8.00000 8.78957 5.33272 7.68247 291.00000 289.02463 372.20000
733676.54167 12.00000 9.48893 5.76351 -0.60417 310.00000 289.42196 381.16000
733676.58333 13.00000 11.18238 4.76684 -11.84300 321.00000 290.36475 390.20000
733676.62500 16.00000 14.01382 3.99951 -16.60962 325.00000 291.00000 399.16000
733676.66667 16.00000 14.09405 3.75368 -11.01688 330.00000 290.39316 403.00000
733676.70833 13.00000 13.23192 4.48986 -11.00954 336.00000 288.70568 398.84000
733676.75000 11.00000 14.47387 4.72230 -12.28651 323.00000 288.41139 392.40000
733676.79167 11.00000 15.92861 4.14572 -11.86700 322.00000 289.66737 393.64000
733676.83333 9.00000 14.17098 4.44038 -9.17920 317.00000 290.69944 409.48000
733676.87500 7.00000 14.47085 4.95694 -9.50119 326.00000 290.38987 422.04000
733676.91667 7.00000 14.43439 5.41657 -21.04151 329.00000 291.19840 432.88000
733676.95833 9.00000 16.08173 5.09152 -29.10756 326.00000 290.46176 449.28000
733677.00000 9.00000 12.91520 4.38105 -27.72133 322.00000 288.97097 463.28000
733677.04167 13.00000 13.32810 3.63350 -23.86422 317.00000 289.28645 469.48000
733677.08333 7.00000 7.64097 2.65886 -22.09118 320.00000 289.69990 470.04000
733677.12500 -6.00000 -0.75278 2.43323 -21.05690 327.00000 289.98650 470.48000
733677.16667 -4.00000 3.53047 1.59589 -22.45132 333.00000 292.81118 461.16000
733677.20833 -2.00000 4.10610 0.83263 -25.12450 338.00000 291.75819 450.40000
733677.25000 0.00000 4.38171 0.94595 -24.22477 342.00000 295.01449 449.56000
733677.29167 -3.00000 2.45483 1.01406 -19.57609 345.00000 296.77863 455.68000
733677.33333 -9.00000 -0.53055 3.67403 -17.81887 343.00000 296.88667 457.40000
733677.37500 -15.00000 -5.46383 3.98768 -17.75720 342.00000 292.89061 449.80000
733677.41667 -16.00000 -7.31598 3.94833 -19.00602 336.00000 290.49833 442.40000
733677.45833 -15.00000 -7.68532 5.00654 -17.32055 337.00000 293.02242 444.68000
733677.50000 -12.00000 -6.29141 5.75036 -15.13248 331.00000 293.96750 449.52000
733677.54167 -7.00000 -5.03418 7.55525 -12.81784 336.00000 297.13895 448.96000
733677.58333 0.00000 -5.25320 12.30507 -10.46262 338.00000 308.16766 452.68000
733677.62500 0.00000 -3.33511 17.15428 -9.91443 338.00000 321.29481 452.32000
733677.66667 -3.00000 -4.78872 15.51279 -11.80035 336.00000 317.19034 441.24000
733677.70833 -7.00000 -4.63302 11.64885 -13.35056 331.00000 309.58111 430.32000
733677.75000 -8.00000 -4.48632 14.19222 -12.85598 331.00000 313.95063 423.92000
733677.79167 -5.00000 -3.37054 11.99183 -13.63360 337.00000 306.32707 420.44000
733677.83333 -4.00000 -1.81925 5.37163 -13.47710 331.00000 298.78244 417.96000
733677.87500 -1.00000 -1.31849 4.79061 -13.21365 330.00000 303.24006 418.56000
733677.91667 1.00000 -0.71230 1.77983 -13.14269 329.00000 310.41711 418.44000
733677.95833 1.00000 -1.47492 -1.34198 -12.56949 327.00000 318.24279 416.48000
733678.00000 3.00000 -2.24680 -4.88293 -12.09155 323.00000 328.88536 414.96000
733678.04167 4.00000 -2.12876 -8.95591 -11.75763 320.00000 340.66372 416.08000
733678.08333 6.00000 0.66522 -12.64282 -10.34583 320.00000 343.60391 416.96000
733678.12500 6.00000 4.01564 -13.54955 -10.46053 319.00000 345.95497 416.00000
733678.16667 9.00000 4.45176 -14.40663 -10.45296 317.00000 341.31582 413.92000
733678.20833 9.00000 4.90258 -11.27125 -10.67999 321.00000 334.00367 412.00000
733678.25000 7.00000 -2.44959 -10.32109 -9.80512 324.00000 342.69786 409.40000
733678.29167 -10.00000 -19.30538 -9.26396 -7.74973 327.00000 343.41329 408.04000
733678.33333 -12.00000 -24.65980 -7.81443 -5.56880 327.00000 346.28875 406.92000
733678.37500 -11.00000 -22.83378 -6.03535 -4.47306 328.00000 351.19838 404.48000
733678.41667 -5.00000 -20.02038 -4.32778 -4.69208 324.00000 356.05126 403.48000
733678.45833 -1.00000 -16.60048 -4.69559 -4.66968 332.00000 359.86295 402.48000
733678.50000 2.00000 -12.43200 -3.42633 -4.47227 332.00000 362.99510 398.88000
733678.54167 -2.00000 -16.07436 -2.34685 -4.91304 329.00000 364.09427 396.52000
733678.58333 -4.00000 -14.49928 -2.69921 -6.41013 329.00000 368.83031 400.64000
733678.62500 -3.00000 -11.76678 -3.11106 -7.59330 327.00000 363.92672 401.40000
733678.66667 -3.00000 -10.72562 -1.72194 -8.05401 323.00000 362.97265 390.68000
733678.70833 -4.00000 -10.02135 -1.77874 -8.58674 322.00000 358.16904 383.00000
733678.75000 -4.00000 -8.47033 -2.75192 -9.73897 323.00000 347.96222 378.32000
733678.79167 -5.00000 -8.74925 -0.26632 -11.70857 328.00000 351.88073 368.28000
733678.83333 -10.00000 -11.43881 0.65666 -12.31930 326.00000 355.93442 363.00000
733678.87500 -13.00000 -14.97279 0.77631 -11.45029 329.00000 354.39021 365.08000
733678.91667 -11.00000 -15.73558 0.02390 -10.15476 327.00000 357.70185 365.96000
